ID,Brand,Name,Amazon_Price,Original_Price,Features
4042,Other,CUCCOT CP-668 15\ -17\  Ultra - Slim Portable Laptop Cooling Pad / Chill Mat with Dual 140mm Blue LED Fans & Dual USB Ports / Notebook Stand with 2 - Level Adjustable Height - Red,,$65.99,Metal mesh can support various laptop sizes up to 17 inches and provides a stable surface for you to work on the computer in comfort. Dual oversized 140mm fans with dual blue LEDs spin silently at 1200 �� 10% RPM to pull in cool air from the bottom of this laptop cooling pad. Full range metal mesh optimizes the air flow to rapidly dissipate the huge amount of heat generated in the laptop housing. Adjustable feet of this cooling pad offer 2 height settings to position your laptop at an ideal viewing or typing angle. Conveniently powered by the USB port with no power adapter needed; the pad offers an additional USB port to connect your devices
4043,Other,"Kitron(TM) 15\ -15.6-Inch Colorful Bohemian Tribal Chevron Waterproof Neoprene Laptop Sleeve Case Bag HandbagCarry Case Bag Side Pocket,Carrying Handle Removable Shoulder Strap",$20.99,,"Compatible models:Perfect fit 15-15.6 inch and most popular 13.4-15 Inches MacBooks / laptops / notebooks / Ultrabooks; may not snugly fit all computers due to variations in the sizes of different models.When you make order, please meature your Laptop. if your Laptop is Between 13.5-14.7\ ,The case is a little bigger.Before make order, please confirm you can accept.. Hydrophobic (water resistance) neoprene material, w. reinforced dual zipper to secure your device.Dimensions:430mmx310mmx25mm (LxWxH) can hold 15 inch laptop and macbook pro 15 and some 15.6 inch laptop. Padded handles, removable and adjustable shoulder strap; Can be repeated cleaning, easy to dry. Never Fade. External pocket for adapter and mouse, double zipper design for the main compartment. Item can be use as shoulder bag w. strap in use or can be use as carrying bag (Hidden Handle) or Sleeve"
4044,Apple,"OMBAR Apple Laptop Battery for A1321 A1286 batery(Only for 2009 2010 Version) Unibody MacBook Pro 15'' Fits MB985 MB986J/A MC118 MB986-6000mAh, 10.95V",,,"Premium battery: the Ombar battery is made of 100% Grade A cells (Sony) for 6000mAh premium capacity and reliability instead of low grade or recycled cells, support long standby time.. Precision-engineered and rigorously tested for voltage , compatibility and safety, 100% OEM Compatible &amp; 100% New Components - Guaranteed to meet the specifications of the original device.. High quality connector provide stable input current for safety and durable use; fire-resistance ABS+PC alloy battery shell prevent the damage of computer.. Built in advanced and high performance PCB: make it safe with overcharge &amp; over-discharge, over-current &amp; short circuit protection.. Long cycle life: Up to 500 recharge cycles over the life of the battery which also extends the life of your laptop. High quality certified: CE-/FCC-/RoHS-Certified for safety and come with 12 months warranty."
4045,Other,"Cyelee Portable Aluminum 1080p VGA+USB to HDMI Scaler Converter with Audio Support 1920x 1200 for PC, Notebook Computer and Projector/HDTV,No External Power Needed",,,"HIGH PERFORMANCE AND COMPATIBILITY ADAPTER-With built-in chipset, Share video content from your   VGA-equipped computer on an HDMI television or projector. ENJOY SUPERIOR VIDEO QUALITY-Supports both video and audio, 1080P and 1900x1200 resolutions. It does not output in the opposite direction,It is only suitable for the device upgrade with the VGA   interface trough connection HDMI HD indicator.. HASSLE-FREE SETUP-USB interface support both audio and charge at the same time, no extra power   adapter needed. Ideal for connecting PCs and laptops to HDMI displays such as Projectors, Monitors, and HDTVs etc.   Simple installation, just plug &amp; play"
4046,Other,BRINCH 13 Inch Elephant Patterns Canvas Fabric Laptop Sleeve Case Bag Cover For Laptop / Notebook / Macbook / Ultrabook / Chromebook (Dell/HP/Lenovo/Sony/Toshiba/Ausa /Acer/Samsung ) (13.3 Inch),,,"Features a polyester foam padding layer and fluffy fleece fabric lining for bump and shock absorption and protection of your computer from accidental scratches. Outer canvas fabric of the case is printed with cute elephant patterns that enable you to carry your MacBook / netbook / laptop / notebook computer in a uniquely sleek style. Slim and lightweight; does not bulk your laptop up and can easily slide into your briefcase, backpack, or other bag. Top-loading zipper on the sleeve glides smoothly and allows convenient access to your laptop computer. Fits most popular 10-10.1 inch MacBooks / laptops / notebooks / Ultrabooks; may not snugly fit all computers due to variations in the sizes of different models,Size:10.6 x 8.3 x 0.6 inches"
4047,Other,Roxy Laptop Shoulder Bag with Foam Padded Laptop Sleeve,$44.85,,100% Polyester. Foam padded laptop sleeve and fits up to 17\  laptop. Interior organizer pocket and front pocket with organizer and key hook. Detachable shoulder trap and luggage stabilizer strap. Dimensions: H: 10.25\  x W: 17\  x D: 3\ 
4048,Other,"Canvaslife White Pu Leather Laptop Briefcase Laptop Case for Macbook Dell Hp Lenovo Sony Toshiba Ausa Acer Samsun Laptop Sleeve Laptop Bag (White, 15inch/15.6inch/macbook Pro 15)",,,"Canvaslife PU laptop Briefcase is simple strong and easy to carry. Thick form inside give your laptop best protection. Both sides have pockets can store mouse, power, cellphone, ipad.... The handle can be hided in the pocket,than it become a laptop sleeve. Dimensions: 425mmx310mmx25mm (LxWxH) can hold 15 inch laptop and macbook pro 15 and some 16 inch laptop"
4049,Dell,"Batterytec? Laptop Battery for DELL Inspiron 5451 5455 5551 5555 5558 5758, 14 5000 5458, 15 3000 3451 3558, DELL Vostro 3458 3558, GXVJ3 HD4J0 K185W M5Y1K WKRJ2. [14.8V 2200mAh, 12 Months Warranty]",$39.99,,"Battery Type: Li-ion, Cells: 4-cell,Capacity: 2200mAh; Voltage: 14.8V.. 100% New Manufacturer. To 500 charging cycles during the lifetime of the battery.. CE-/FCC-/RoHS-Certified for safety. 24 x 7 email support, 12 months Warranty without problems.. Class A cells provide fast loads and low power consumption, chip protection offers both security and stability."
4050,Other,"ZOZO? 90W Universal Laptop Charger Power Adapter Smart Output for Hp Dell Toshiba IBM Lenovo Acer Samsung Sony Fujitsu Gateway Notebook, 5V USB for iPhone iPad Samsung Nexus HTC LG MOTO Phones",$18.99,,"ZOZOPlus Advantage: 11 years power adapter supply manufacturer, factory sales directly. Worldwide input voltage range: 100-240V; Output: DC 15v, 16v, 18.5v, 19v, 19.5v, 20v, 90w Max. 12ft cord length. Package includes: 1 x AC adapter, 1 x AC power cord, 10 x DC connectors. ZOZO adapters manufactured with the highest quality materials and include laptop safeguard features against incorrect voltage, short circuit, internal overheating, overloading. ZOZO products are certificated with CE, RoHS approval, 100% compatibility with the original. ZOZO power adapters offer warranty 30 Days Money Back Guarantee / 13 Months - Free Exchange (ZOZO pays for shipping) / Please contact us with any questions or concerns. This Adapter works with Acer, Toshiba, HP, Dell, Lenovo, Samsung, Sony, Gateway, Compaq, IBM, Fujitsu and More Brands"
4051,Apple,NNEE 15 15.6 Inch Water Resistance Suit Fabric Laptop / MacBook Multi-functional Briefcase Messenger Bag Computer Travel Carrying Case with Handles & Adjustable Shoulder Strap (Br Gray),$22.95,$39.95,"Exterior water resistance durable suit fabric material with reinforced dual zipper to secure your device. Unique foam padding layer and fluffy fabric lining features bump and shock absorption and protects laptop from accidental scratches. Features two large top exterior pockets (front and back), and additional back zippered pocket with organization panels for phone, wallet, pens, and accessories. Strong top handles for carrying or tuck away in the pockets when not needed. Also includes a detachable, softly padded adjustable shoulder strap. Suitable for most 15 15.6 inch MacBooks / laptops / notebooks / Ultrabooks; may not snugly fit all computers due to variations in the sizes of different models"
4052,Toshiba,AC Doctor INC Generic OEM 10.8V 5200mAh Black Laptop Battery PA3817U-1BRS Replacement for Toshiba Satellite C600D L750 New 6-Cell,$13.49,,"New 6 cells rechargeable li-ion notebook battery pack replacement for Toshiba PA3817U-1BRS PABAS228 Satellite L650 C640 C650 C650D C655D C655 L655 L655D L700   L700-T33B L735 L740 L745 L750 L755 L755D L770 L770D P775 P770D P755D P750 A660 A660D A665 A665D PA3818U-1BRS PA3819U-1BRS PA3636U-1BAL PABAS215 L755D-S5204   L755-S9520D L755-S5246 laptop 10.8V 5200mAh black 219x49.7x20.5mm 323.0g.. 10.8V and 11.1V is compatible, 14.4V and 14.8V is also compatible.. Full compatible with your original battery, brand new direct from Professional Manufacturer.. CE UL RoHS certified, safe use. 36 months warranty, OEM factory price, US local dispatch.. Note: Please make sure that the battery part numbers listed in the description matches the battery part number on your original battery before you purchase."
4053,Apple,NNEE 15 15.6 Inch Water Resistance Suit Fabric Laptop / MacBook Multi-functional Briefcase Messenger Bag Computer Travel Carrying Case with Handles & Adjustable Shoulder Strap (Black),$22.95,$39.95,"Exterior water resistance durable suit fabric material with reinforced dual zipper to secure your device. Unique foam padding layer and fluffy fabric lining features bump and shock absorption and protects laptop from accidental scratches. Features two large top exterior pockets (front and back), and additional back zippered pocket with organization panels for phone, wallet, pens, and accessories. Strong top handles for carrying or tuck away in the pockets when not needed. Also includes a detachable, softly padded adjustable shoulder strap. Suitable for most 15 15.6 inch MacBooks / laptops / notebooks / Ultrabooks; may not snugly fit all computers due to variations in the sizes of different models"
4054,Apple,NNEE 15 15.6 Inch Water Resistance Suit Fabric Laptop / MacBook Multi-functional Briefcase Messenger Bag Computer Travel Carrying Case with Handles & Adjustable Shoulder Strap (Echo Blue),$22.95,$39.95,"Exterior water resistance durable suit fabric material with reinforced dual zipper to secure your device. Unique foam padding layer and fluffy fabric lining features bump and shock absorption and protects laptop from accidental scratches. Features two large top exterior pockets (front and back), and additional back zippered pocket with organization panels for phone, wallet, pens, and accessories. Strong top handles for carrying or tuck away in the pockets when not needed. Also includes a detachable, softly padded adjustable shoulder strap. Suitable for most 15 15.6 inch MacBooks / laptops / notebooks / Ultrabooks; may not snugly fit all computers due to variations in the sizes of different models"
4055,Other,WELLAND (TM) Laptop Cushion Padded Lap Trays (Zebra w/ Gift Box),$35.00,,"Gift-wrap, idea gift for your friends and family member. Filled with micro foam beads, provides comfort and flexibility to fit any surface and form any angle. Anti-scratch surface top with frame preventing things from falling off, all kinds of design options. Used for laptop computer, tablet, iPad, Surface and other e-readers, also serves as food or serving tray. Light, portable and comfortable enough to use on a couch, floor, in a bed, a car or on a picnic"
4056,Other,"Niceshop? 14\  15.6\  17'' Black 2 Fans slide-proof Laptop Cooling Pads with Blue LED light Stand Pad 2 USB Port for Laptop, Mac BookPro, Ultrabook, Notebook or Netboo",$20.99,$40.99,"Super silent, no noise pollution, and 2 Big fans with blue LED lights.. This slim USB cooling pad helps keeping your laptop / notebook cool which protecting it from overheating which can lead to poor performance, battery overheating or burnt out processors. Suitable for up to 17 inch Laptop, Mac BookPro, Ultrabook, Notebook or Netbook.. The anti-slip holder allows for notebooks / laptop from sizes 10 inches to 17 inches.. Ergonomics height design to give you a more comfortable viewing and typing experience."
4057,Apple,JBonest 13.3 Inch Retro Stripes Laptop Bag Briefcase Canvas Fabric Laptop Notebook Computer Macbook Macbook Air Macbook Pro Shoulder Handbag Sleeve,$19.99,$38.79,"Fits most up to 13.3 inch Laptops, Notebooks, Macbooks, Ultrabooks. May not snugly fit all kind of computers due to variation sizes of different models.. Fluffy fleece fabric lining for bump and shock absorption and protection of your computer from accidental scratches.. Slim and lightweight; can easily slide into your briefcase, backpack, or other bag.. Inner card slots are specially designed for credit cards, etc. Front pocket is ideal for storage of small items such as power adapters, cables, pens and notepads.. Package Includes: 1X Laptop Bag"
4058,Apple,BRINCH? 14.6 Inch Oxford Fabric Lightweight Laptop Shoulder Case Messenger Bag For 14 - 14.6 Inch Laptop / Notebook / MacBook / Chromebook Computers with Shoulder Strap Handle and Pockets (Brown),,,"Made of top quality oxford fabric,Fashionable,Slim,Lightweight..Features a velcro unique bubble foam padded compartment ultra protective for laptops from bump shock absorption and accidental scratches etc,with two pockets for adapter and mouse.. Front zippered compartment has big room and two pockets for other items such as phone,books etc., offering added convenience. Back belt is easy to fix to the trolley of trolley case. With removable and adjustable shoulder strap,comforable handles for carrying. Size: 39CM x 28CM x 6CM,Fits most 14-14.6 inch Laptop / Notebooks / MacBook / Ultrabook /Chromebook ( Apple Macbook / Acer / Asus / Dell / Fujitsu / Lenovo / HP / Samsung / Sony / Toshiba etc.).may not snugly fit all computers due to variations in the sizes of different models"
4059,Apple,JBonest 13.3 Inch Bohemian Laptop Bag Briefcase Canvas Fabric Laptop Notebook Computer Macbook Macbook Air Macbook Pro Messenger Shoulder Handbag Case Sleeve Red,$21.67,$44.99,"Fits most up to 13.3 inch Laptops, Notebooks, Macbooks, Ultrabooks. May not snugly fit all kind of computers due to variation sizes of different models.. Fluffy fleece fabric lining for bump and shock absorption and protection of your computer from accidental scratches.. Slim and lightweight; can easily slide into your briefcase, backpack, or other bag.. Inner card slots are specially designed for credit cards, etc. Front pocket is ideal for storage of small items such as power adapters, cables, pens and notepads.. Package Includes: 1X Laptop Bag"
4060,Apple,JBonest 15.6 Inch Bohemian Laptop Bag Briefcase Canvas Fabric Laptop Notebook Computer Macbook Macbook Air Macbook Pro Messenger Shoulder Handbag Case Sleeve Yellow,$19.98,$44.99,"Fits most up to 15.6 inch Laptops, Notebooks, Macbooks, Ultrabooks. May not snugly fit all kind of computers due to variation sizes of different models.. Fluffy fleece fabric lining for bump and shock absorption and protection of your computer from accidental scratches.. Slim and lightweight; can easily slide into your briefcase, backpack, or other bag.. Inner card slots are specially designed for credit cards, etc. Front pocket is ideal for storage of small items such as power adapters, cables, pens and notepads.. Package Includes: 1X Laptop Bag"
