id,movie_name,year,directors,actors,critic_rating,genre,pg_rating,duration
3363,Crimes and Misdemeanors,1989,,"Caroline Aaron,Alan Alda,Woody Allen,Claire Bloom,Mia Farrow,Joanna Gleason,Anjelica Huston,Martin Landau,Jenny Nichols,Jerry Orbach,Sam Waterston",4,"Comedy, Drama, Indie",Rated PG-13,107 minutes
3364,The Terrorist,2000,Santosh Sivan,"Ayesha Dharkar,Parmeshwaran,Vishnu Vardhan,Bhanu Prakash,Vishwas,K. Krishna",4,"Comedy, Drama, Romance",Rated NR,95 minutes
3365,Nanook of the North,1922,,,4,Documentary,,79 minutes
3366,The Dead,1987,John Huston,"Angelica Huston,Donal McCann,Rachel Dowling,Dan O'Herlihy,Donal Donnelly,Cathleen Delany,Helena Carroll,Ingrid Craigie,Frank Patterson",4,"Drama, Foreign, Romance",Rated PG,83 minutes
3367,Top Hat,1935,,,4,"Comedy, Music, Romance",,101 minutes
3368,Dark City,1998,Alex Proyas,"Rufus Sewell,William Hurt,Kiefer Sutherland,Jennifer Connelly,Richard O'Brien",4,"Mystery, Science Fiction, Thriller",Rated R,103 minutes
3369,Crumb,1995,Terry Zwigoff,,4,Documentary,Rated R,119 minutes
3370,Atlantic City,1980,,,4,"Drama, Romance",,104 minutes
3371,Forbidden Games,1952,,,4,"Drama, Foreign, History",Rated NR,86 minutes
3372,My Fair Lady,1994,George Cukor,"Audrey Hepburn,Rex Harrison,Stanley Holloway,Wilfrid Hyde-White,Gladys Cooper",4,"Drama, Musical",Rated G,171 minutes
3373,Au Hasard Balthazar,1966,,"Anne Wiazemsky,Walter Green,Francois Lefarge,Philippe Asselin,Nathalie Joyaut,Jean-Claude Guilbert,Pierre Klossowski,Jean-Joel Barbier",4,"Crime, Drama, Foreign, Indie",Rated NR,95 minutes
3374,The Color Purple,1985,,,4,Drama,Rated PG-13,150 minutes
3375,Sunrise,1928,F.W. Murnau,"George O'Brien,Janet Gaynor",4,"Crime, Drama, Horror, Romance",,
3376,Leaving Las Vegas,1995,,"Nicolas Cage,Elisabeth Shue,Julian Sands,Richard Lewis,Valeria Golino",4,"Drama, Foreign, Romance",Rated R,112 minutes
3377,Ugetsu,1953,,,4,"Comedy, Drama, Fantasy, Foreign, Horror, Science Fiction, Thriller",,94 minutes
3378,Victim,1961,,,4,"Drama, Foreign",,90 minutes
3379,The Big Heat,1953,Fritz Lang,"Glenn Ford,Gloria Grahame,Jocelyn Brando,Alexander Scourby,Lee Marvin,Jeannette Nolan",4,"Crime, Drama, Film Noir",Rated NR,89 minutes
3380,Jules and Jim,1961,Fran,"Jeanne Moreau,Oskar Werner,Henri Serre,Marie Dubois",4,"Drama, Foreign, Romance",Rated NR,110 minutes
3381,The Last Picture Show,1971,Peter Bogdanovich,,4,Drama,Rated R,118 minutes
3382,Out of the Past,1947,,,4,"Drama, Film Noir, Mystery, Thriller",,97 minutes
3383,Groundhog Day,1993,Harold Ramis,"Bill Murray,Andie MacDowell,Chris Elliott",4,"Comedy, Drama, Fantasy, Romance, Science Fiction",Rated PG,103 minutes
3384,A Sunday in the Country,1984,,,4,"Drama, Foreign, Indie",,90 minutes
3385,Schindler's List,1993,Steven Spielberg,"Liam Neeson,Ben Kingsley",4,"Drama, History",Rated R,184 minutes
3386,Rashomon,1950,Akira Kurosawa,"Toshiro Mifune,Machiko Kyo,Masayuki Mori,Takashi Shimura,Minoru Chiaki,Kichijiro Ueda",4,"Crime, Drama, Foreign, Mystery",Rated NR,88 minutes
3387,Duck Soup,1933,,,4,Comedy,,68 minutes
3388,Don't Look Now,1973,,"Julie Christie,Donald Sutherland,Hilary Mason,Cella Matania,Massimo Serato,Renato Scarpa",4,"Drama, Foreign, Romance, Thriller",,110 minutes
3389,The Films of Buster Keaton,,,,4,,,
3390,"Paris, Texas",1984,,,4,"Drama, Indie, Mystery, Romance",Rated R,150 minutes
3391,The Thin Man,1934,,,4,"Comedy, Crime, Drama, Mystery, Thriller",,93 minutes
3392,The Life and Death of Colonel Blimp,1943,,,4,"Comedy, Drama, Foreign, Romance",,163 minutes
3393,GoodFellas,1990,,"Robert De Niro,Ray Liotta,Joe Pesci,Lorraine Bracco",4,"Action, Crime, Drama",Rated R,148 minutes
3394,The Blue Kite,1993,,,4,"Drama, Foreign",,140 minutes
3395,Solaris,1972,,,4,"Adventure, Drama, Foreign, Mystery, Science Fiction",,167 minutes
3396,One Flew Over the Cuckoo's Nest,1975,Milos Forman,"Jack Nicholson,Louise Fletcher,Will Sampson,William Redfield,Brad Dourif,Sydney Lassick,Scatman Crothers,Dean R. Brooks,Danny DeVito",4,Drama,Rated R,129 minutes
3397,"Three Colors Trilogy: Blue, White, Red",,Krzysztof Kieslowski,,4,,,
3398,Five Easy Pieces,1970,,,4,Drama,Rated R,98 minutes
3399,The Birth of a Nation,1915,,Lillian Gish,4,"Drama, History",Rated PG,190 minutes
3400,Nashville,1975,,"David Peel,Ronee Blakley,Allen Garfield,Ned Beatty,Lily Tomlin,Karen Black,Timothy Brown,Michael Murphy,Gwen Welles,Robert Doqui,Keenan Wynn,Shelley Duvall,Scott Glenn,Keith Carradine,Allen Nicholls,Cristina Raines,David Arkin,Geraldine Chaplin,Barbara Harris,Bert Remsen,David Hayward,Jeff Goldblum,Richard Baskin,Merle Kilgore,Elliott Gould,Julie Christie,Barbara Baxley,Henry Gibson",4,Drama,Rated R,159 minutes
3401,The Producers,1968,Mel Brooks,,4,"Comedy, Music",,88 minutes
3402,Jaws,1975,Steven Spielberg,"Roy Scheider,Robert Shaw,Richard Dreyfuss,Lorraine Gary,Murray Hamilton",4,"Horror, Thriller",Rated PG,124 minutes
3403,Shane,1953,,,4,"Action, Adventure, Drama, Western",,118 minutes
3404,Romeo and Juliet,1968,Franco Zeffirelli,"Leonard Whiting,Olivia Hussey,Michael York,John McEnery,Pat Heywood,Milo O'Shea,Paul Hardwick,Natasha Parry,Antonio Pierfederici,Esmeralda Ruspoli",4,"Drama, Foreign, Romance",Rated PG,138 minutes
3405,Ran,1985,,,4,"Action, Adventure, Drama, Foreign, History, Indie",Rated R,162 minutes
3406,Dracula,1931,,,4,Horror,Rated NR,72 minutes
3407,L'Atalante,1934,,,4,"Drama, Foreign, Romance",,89 minutes
3408,Yellow Submarine,1968,"George Martin,George Dunning",,4,"Animation, Fantasy, Foreign, Music, Science Fiction",Rated G,90 minutes
3409,Grand Illusion,1937,,,4,"Drama, Foreign, History, Indie, War",,114 minutes
3410,The Apartment,1960,,,4,"Comedy, Drama, Romance",Rated PG,125 minutes
3411,Juliet of the Spirits,1965,,,4,"Comedy, Drama, Fantasy, Foreign",,137 minutes
3412,The Shawshank Redemption,1994,,"Tim Robbins,Bob Gunton,William Sadler,James Whitmore",4,"Crime, Drama",Rated R,142 minutes
3413,House of Games,1987,,"Lindsay Crouse,Joe Mantegna,Mike Nussbaum,Lilia Skala,J.T. Walsh,Jack Wallace",4,"Crime, Drama, Indie, Mystery, Thriller",Rated R,102 minutes
3414,McCabe and Mrs. Miller,1971,Robert Altman,"Warren Beatty,Julie Christie,Rene Auberjonois,Hugh Millais,Michael Murphy,William Devane",4,"Action, Drama, Western",Rated R,120 minutes
3415,Apocalypse Now,1979,,"Marlon Brando,Robert Duvall,Martin Sheen,Frederic Forrest,Albert Hall,Sam Bottoms,Larry Fishburne,Dennis Hopper",4,"Action, Drama, War",Rated R,153 minutes
3416,Hoop Dreams,1994,Steve James,,4,"Documentary, Sports Film",Rated PG-13,165 minutes
3417,Lawrence of Arabia,1962,,"Peter O'Toole,Alec Guinness,Anthony Quinn",4,"Action, Adventure, Drama, Foreign, History",Rated PG,216 minutes
3418,Bring Me the Head of Alfredo Garcia,1974,,,4,"Action, Comedy, Crime, Drama, Thriller",Rated R,112 minutes
3419,The Seven Samurai,1954,,,4,"Action, Drama, Foreign, Indie",,207 minutes
3420,"Planes, Trains and Automobiles",1987,,"Steve Martin,John Candy",4,"Comedy, Drama, Holiday",Rated R,93 minutes
3421,Beat the Devil,1954,,,4,"Adventure, Comedy, Crime, Drama",,89 minutes
3422,Snow White and the Seven Dwarfs,1937,,Adriana Caselotti,4,"Animation, Family, Fantasy, Science Fiction",Rated G,83 minutes
3423,The Earrings of Madame de...,1953,Max Ophuls,"Charles Boyer,Danielle Darrieux,Vittorio De Sica",4,"Drama, Foreign, Romance",,105 minutes
3424,Network,1976,Sidney Lumet,"Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Wesley Addy,Ned Beatty",4,"Comedy, Drama, Romance",Rated R,121 minutes
3425,Persona,1967,Ingmar Bergman,"Bibi Andersson,Liv Ullmann",4,"Drama, Foreign",,83 minutes
3426,The Bank Dick,1940,,,4,Comedy,,72 minutes
3427,A Christmas Story,1983,,,4,"Comedy, Drama, Family, Holiday",Rated PG,94 minutes
3428,Manhattan,1979,Woody Allen,"Woody Allen,Diane Keaton,Michael Murphy,Mariel Hemingway,Meryl Streep,Anne Byrne,Karen Ludwig,Michael O'Donoghue",4,"Comedy, Drama, Indie, Romance",Rated R,96 minutes
3429,This is Spinal Tap,1985,Rob Reiner,"Rob Reiner,Michael McKean,Christopher Guest,Harry Shearer",4,"Comedy, Documentary, Music",Rated R,82 minutes
3430,The Apu Trilogy,1959,Satyajit Ray,,4,,,
3431,The Conversation,1974,Francis Ford Coppola,"Gene Hackman,John Cazale,Allen Garfield,Frederic Forrest,Cindy Williams,Michael Higgins,Teri Garr,Harrison Ford,Robert Duvall",4,"Crime, Drama, Mystery, Suspense, Thriller",Rated PG,113 minutes
3432,The Silence of the Lambs,1991,Jonathan Demme,"Jodie Foster,Anthony Hopkins,Scott Glenn,Anthony Heald,Ted Levine,Kasi Lemmons",4,"Crime, Drama, Suspense, Thriller",Rated R,116 minutes
3433,Fargo,1996,Joel Coen,"Frances McDormand,William H. Macy,Steve Buscemi,Peter Stormare,Harve Presnell",4,"Comedy, Crime, Drama",Rated R,98 minutes
3434,Some Like It Hot,1959,,Marilyn Monroe,4,"Comedy, Crime, Music, Musical, Romance",Rated NR,122 minutes
3435,The Maltese Falcon,1941,,,4,"Crime, Drama, Film Noir, Thriller",Rated NR,100 minutes
3436,Do the Right Thing,1989,,"Danny Aiello,Ossie Davis,Ruby Dee,Richard Edson,Giancarlo Esposito,Spike Lee,Bill Nunn,John Turturro,Paul Benjamin,Frankie Faison",4,"Comedy, Crime, Drama, Indie",Rated R,120 minutes
3437,My Life to Live,1963,,,4,"Drama, Foreign",Rated NR,85 minutes
3438,Pulp Fiction,1994,Quentin Tarantino,"John Travolta,Bruce Willis,Samuel L. Jackson,Uma Thurman",4,"Action, Crime, Thriller",Rated R,154 minutes
3439,Beauty and the Beast,1946,,,4,"Drama, Fantasy, Foreign, Romance, Science Fiction",Rated NR,96 minutes
3440,Greed,1925,,,4,"Drama, History",,
3441,Broken Blossoms,1919,,,4,"Drama, Romance",,90 minutes
3442,Chinatown,1974,Roman Polanski,"Jack Nicholson,Faye Dunaway,John Huston,John Hillerman,Burt Young,Darryl Zwerling,Diane Ladd,Perry Lopez,Joe Mantell,Roman Polanski",4,"Crime, Drama, Mystery, Thriller",Rated R,131 minutes
3443,Rear Window,1954,,"James Stewart,Grace Kelly,Raymond Burr,Wendell Corey,Thelma Ritter",4,"Suspense, Thriller",Rated PG,114 minutes
3444,The Last Laugh,1924,,,4,"Drama, Foreign",,77 minutes
3445,Un Chien Andalou,1928,,,4,"Drama, Fantasy, Foreign",,16 minutes
3446,Grave of the Fireflies,1988,,,4,Animation,Rated NR,89 minutes
3447,The Decalogue,1988,,,4,,,
3448,The Seventh Seal,1957,,"Max von Sydow,Gunnar Bjoernstrand,Nils Poppe,Bibi Andersson,Bengt Ekerot,Gunnel Lindblom",4,"Drama, Fantasy, Foreign, Science Fiction",Rated NR,97 minutes
3449,Raiders of the Lost Ark,1981,,,4,"Action, Adventure",Rated PG,115 minutes
3450,Orpheus,1949,,,4,"Fantasy, Romance",,112 minutes
3451,8 1/2,1963,Federico Fellini,"Marcello Mastroianni,Claudia Cardinale,Anouk Aimee,Sandra Milo",4,"Drama, Fantasy, Foreign",Rated NR,138 minutes
3452,All About Eve,1950,,,4,"Comedy, Drama",Rated PG,138 minutes
3453,The Discreet Charm of the Bourgeoisie,1972,,,4,"Comedy, Foreign",Rated PG,100 minutes
3454,The Searchers,1956,,,4,"Action, Drama, Western",Rated NR,119 minutes
3455,A Tale of Winter,1992,,,4,"Comedy, Foreign",,114 minutes
3456,My Neighbor Totoro,1993,,,4,"Adventure, Animation, Family, Fantasy, Foreign, Science Fiction",Rated G,86 minutes
3457,Children of Paradise,1945,,,4,"Drama, Foreign, Romance",,190 minutes
3458,Laura,1944,,,4,"Crime, Drama, Mystery, Romance, Suspense, Thriller",,88 minutes
3459,King Kong,1933,,,4,"Action, Adventure, Drama, Horror, Thriller",Rated NR,100 minutes
3460,Say Anything,1989,,"John Cusack,Ione Skye,John Mahoney,Lili Taylor,Amy Brooks,Pamela Segall,Jason Gould,Loren Dean",4,"Comedy, Drama, Family, Romance",Rated PG-13,103 minutes
3461,The Right Stuff,1983,,"Sam Shepard,Ed Harris,Fred Ward,Dennis Quaid,Scott Glenn,Barbara Hershey,Mary Jo Deschanel,Pamela Reed",4,"Drama, History",Rated PG,193 minutes
3462,Patton,1970,,,4,"Action, Drama, History, War",Rated PG,172 minutes
3463,The Grapes of Wrath,1940,,,4,"Drama, Road Movie",Rated G,129 minutes
3464,The Fall of the House of Usher,1928,,,4,,,66 minutes
3465,Amadeus,1984,,,4,"Drama, History, Music",Rated PG,158 minutes
3466,Umberto D,1952,,,4,"Drama, Foreign",,89 minutes
3467,JFK,1991,Oliver Stone,"Kevin Costner,Sissy Spacek",4,"Drama, Thriller",Rated R,188 minutes
3468,Unforgiven,1992,,,4,"Action, Drama, Western",Rated R,131 minutes
3469,Annie Hall,1977,Woody Allen,"Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,Paul Simon,Shelley Duvall,Janet Margolin,Colleen Dewhurst",4,"Comedy, Drama, Romance",Rated PG,95 minutes
3470,In Cold Blood,1968,,"Robert Blake,Scott Wilson,John Forsythe,Charles McGraw,John McLiam,Brenda C. Currin",4,"Crime, Drama",Rated R,134 minutes
3471,The Hustler,1961,,,4,"Drama, Sport",Rated NR,134 minutes
3472,Stroszek,1977,Werner Herzog,,4,"Drama, Foreign, Indie",,115 minutes
3473,The Firemen's Ball,1969,,"Jan Vostroll,Josef Sebanek",4,"Comedy, Drama, Foreign",,71 minutes
3474,Cries and Whispers,1973,Ingmar Bergman,"Harriet Andersson,Kari Sylwan,Ingrid Thulin,Liv Ullmann,Henning Moritzen",4,"Drama, Foreign",,91 minutes
3475,Rififi,1954,,,4,"Action, Crime, Drama, Foreign",,146 minutes
3476,Kind Hearts and Coronets,1949,,,4,"Comedy, Drama, Foreign",,106 minutes
3477,12 Angry Men,1957,,,4,"Crime, Drama",Rated NR,96 minutes
3478,The Wild Bunch,1969,Sam Peckinpah,"William Holden,Robert Ryan,Warren Oates,Jaime Sanchez",4,"Action, Drama, Western",Rated R,145 minutes
3479,Raise the Red Lantern,1990,,,4,"Drama, Foreign",,125 minutes
3480,A Hard Day's Night,1964,Richard Lester,,4,"Comedy, Documentary, Foreign, Music",Rated NR,91 minutes
3481,Casablanca,1942,,,4,"Crime, Drama, Romance",Rated PG,102 minutes
3482,Ikiru,1952,,,4,"Drama, Foreign",,143 minutes
3483,Vertigo,1958,,,4,"Crime, Drama, Film Noir, Mystery, Romance, Thriller",Rated PG,129 minutes
3484,Great Expectations,1946,,,4,"Drama, Foreign, Romance",Rated NR,118 minutes
3485,Written on the Wind,1956,Douglas Sirk,"Rock Hudson,Lauren Bacall,Robert Stack,Dorothy Malone,Robert Keith",4,"Drama, Romance",Rated NR,99 minutes
3486,Trouble in Paradise,1932,,,4,"Comedy, Romance",Rated NR,83 minutes
3487,Red River,1948,Howard Hawks,"John Wayne,Montgomery Clift,Joanne Dru Groot,Walter Brennan,Coleen Gray,John Ireland,Noah Beery Jr.",4,"Action, Western",Rated NR,133 minutes
3488,Woman in the Dunes,1964,Hiroshi Teshigahara,,4,"Drama, Foreign, Romance",Rated NR,123 minutes
3489,Swing Time,1936,George Stevens,"Ginger Rogers,Victor Moore,Helen Broderick,Eric Blore,Betty Furness,George Metaxa",4,"Comedy, Music, Romance",Rated NR,103 minutes
3490,Wings of Desire,1988,,,4,"Drama, Fantasy, Foreign, Romance, Science Fiction",Rated PG-13,128 minutes
3491,Pandora's Box,1928,,,4,,,
3492,Raging Bull,1980,Martin Scorsese,Robert De Niro,4,"Drama, Sports Film",Rated R,128 minutes
3493,Citizen Kane,1941,,,4,Drama,Rated PG,119 minutes
3494,Yankee Doodle Dandy,1942,Michael Curtis,"James Cagney,Joan Leslie,Walter Huston,Richard Whorf,Irene Manning,George Tobias,Rosemary De Camp,Jeanne Cagney,Eddie Foy Jr.",4,"Documentary, Drama, Music",Rated NR,126 minutes
3495,Detour,1945,Edgar G. Ulmer,"Tom Neal,Claudia Drake,Ann Savage,Edmund MacDonald,Pat Gleason,Donald Brodie",4,"Crime, Drama, Film Noir",Rated NR,67 minutes
3496,Gone With the Wind,1939,"Victor Fleming,George Cukor,Sam Wood,William Cameron Menzies,Sidney Franklin","Scarlett O'Hara,Clark Gable,Olivia De Havilland,Leslie Howard,Hattie McDaniel,Evelyn Keyes,Ann Rutherford,Butterfly McQueen,Thomas Mitchell",4,"Drama, Romance",Rated G,238 minutes
3497,Picnic at Hanging Rock,1975,Peter Weir,"Rachel Roberts,Vivean Gray,Helen Morse,Kirsty Child,Anthony Llewellyn-Jones,Jacki Weaver,Frank Gunnell,Anne Lambert",4,"Drama, Foreign, Thriller",Rated NR,115 minutes
3498,Bonnie and Clyde,1967,Arthur Penn,"Warren Beatty,Faye Dunaway,Michael J. Pollard,Gene Hackman,Estelle Parsons,Denver Pyle,Dub Taylor,Gene Wilder",4,"Action, Adventure, Crime, Drama, Road Movie",Rated PG,111 minutes
3499,The Battleship Potemkin,1925,,,4,"Drama, Foreign, History",,75 minutes
3500,Mr. Hulot's Holiday,1953,Jacques Tati,"Jacques Tati,Nathalie Pascaud,Louis Perrault,Michele Rolla,Andre Dubois,Suzy Willy,Valentine Camax,Lucien Fregis,Raymond Carl",4,"Comedy, Foreign",Rated NR,84 minutes
3501,The Night of the Hunter,1955,,"Robert Mitchum,Shelley Winters,Lillian Gish,Billy Chapin,Sally Jane Bruce,James Gleason,Evelyn Varden,Peter Graves,Don Beddoe",4,"Drama, Film Noir, Suspense, Thriller",Rated NR,93 minutes
3502,The Third Man,1949,Carol Reed,,4,"Action, Drama, Film Noir, Foreign, Mystery, Thriller",Rated NR,104 minutes
3503,The Wizard of Oz,1939,Victor Fleming,"Judy Garland,Frank Morgan,Ray Bolger,Bert Lahr,Jack Haley,Margaret Hamilton,Billie Burke,Pat Walshe,Charley Grapewin,Clara Blandick",4,"Adventure, Family, Fantasy, Music, Musical, Science Fiction",Rated G,101 minutes
3504,The Godfather,1972,Francis Ford Coppola,"Marlon Brando,Al Pacino,James Caan,John Cazale,Robert Duvall,Richard Costellano,Sterling Hayden,John Marley,Diane Keaton,Richard Conte,Talia Shire,Gianni Russo,Alex Rocco,Marlon Brando,Richard S. Castellano,Sterling Hayden,Al Lettieri,Abe Vigoda,Talia Shire,Rudy Bond,Al Martino,Morgana King,Lenny Montana,John Martino,Alex Rocco,Tony Giorgio",4,"Action, Crime, Drama",Rated R,175 minutes
3505,La Dolce Vita,1960,Federico Fellini,"Marcello Mastroianni,Anita Ekberg,Anouk Aimee,Yvonne Furneaus,Megali Noel,Lex Barker,Alain Cuny,Riccardo Garrone,Annibale Ninchi",4,"Comedy, Drama, Foreign",Rated NR,174 minutes
3506,L'Avventura,1960,Michelangelo Antonioni,"Gabriele Ferzetti,Monica Vitti,Lea Massari,Dominique Blanchar,Renzo Ricci,Dorothy De Poliolo,Lelio Luttazzi,Giovanni Petrucci,Esmeralda Ruspoli",4,"Crime, Drama, Foreign, Mystery",Rated NR,145 minutes
3507,The Passion of Joan of Arc,1928,,"Renee Maria Falconetti,Eugene Sylvain,Maurice Schutz,Michel Simon,Antonin Artaud",4,"Drama, Foreign, History",,114 minutes
3508,2001: A Space Odyssey,1968,Stanley Kubrick,"Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,Robert Beatty,Sean Sullivan,Frank Miller,Keir Dullea,Gary Lockwood,William Sylvester,Leonard Rossiter,Margaret Tyzack",4,"Adventure, Science Fiction, Thriller",Rated G,141 minutes
3509,Floating Weeds,1959,Yasujiro Ozu,"Hikaru Hoshi,Yosuke Irie,Hideo Mitsui,Hitomi Nozoe,Chishu Ryu,Haruko Tanaka,Kumeko Urabe,Mantaro Ushio",4,"Drama, Foreign, Indie",Rated NR,119 minutes
3510,Walkabout,1971,,,4,"Action, Adventure, Drama, Foreign",Rated PG,95 minutes
3511,Ali: Fear Eats the Soul,1974,,,4,,,94 minutes
3512,Being There,1979,Hal Ashby,"Peter Sellers,Shirley MacLaine,Melvyn Douglas,Jack Warden,Richard Dysart,Richard Basehart",4,"Comedy, Drama",Rated PG,130 minutes
3513,The Exterminating Angel,1968,Luis Bunuel,"Silvia Pinal,Jacqueline Andere,Jose Baviera,Augosto Benedico,Luis Beristain",4,"Comedy, Drama, Fantasy, Foreign, Indie",,95 minutes
3514,The General,1927,"Buster Keaton,Clyde Bruckman","Buster Keaton,Marion Mack,Charles Smith",4,"Action, Adventure, Comedy, Drama, Romance, War",Rated NR,107 minutes
3515,Le Samourai,1967,,"Alain Delon,Francois Perier,Nathalie Delon,Caty Rosier,Jacques Leroy,Jean-Pierre Posier,Catherine Jourdan,Michel Boisrond",4,"Action, Crime, Drama, Foreign, Thriller",Rated NR,105 minutes
3516,Pickpocket,1959,,"Martin Lassalle,Marika Green,Pierre Leymarie,Jean Pelegri,Kassagi,Dolly Scal",4,"Crime, Drama, Foreign, Indie",Rated NR,75 minutes
3517,Body Heat,1981,,,4,"Crime, Drama, Neo-noir, Romance, Thriller",Rated R,113 minutes
3518,M,1931,Fritz Lang,"Peter Lorre,Otto Wernicke,Gustaf Grundgens,Theo Lingen,Ellen Widmann",4,"Action, Crime, Drama, Foreign, Thriller",Rated NR,117 minutes
3519,The Big Sleep,1946,,"Humphrey Bogart,Lauren Bacall,Martha Vickers,Dorothy Malone,Peggy Knudsen,Regis Toomey,John Ridgely,Charles Waldron,Charles D. Brown,Elishe Cook Jr.",4,"Crime, Drama, Film Noir, Mystery, Suspense, Thriller",Rated NR,116 minutes
3520,E.T. The Extra-Terrestrial,2002,,"Dee Wallace,Henry Thomas,Peter Coyote,Robert MacNaughton,Drew Barrymore,K.C. Martel,Sean Frye,Tom Howell",4,"Drama, Family, Science Fiction",Rated PG,120 minutes
3521,Notorious,1946,Alfred Hitchcock,Cary Grant,4,"Action, Romance, Thriller",Rated NR,102 minutes
3522,Nosferatu,1922,F.W. Murnau,"Max Schreck,Gustav von Wangenheim,Greta Schroeder,Alexander Granach,John Gottowt",4,"Fantasy, Horror",Rated NR,82 minutes
3523,The Sweet Smell of Success,1957,Alexander Mackendrick,"Burt Lancaster,Tony Curtis,Susan Harrison,Martin Milner",4,"Drama, Film Noir",Rated NR,96 minutes
3524,My Darling Clementine,1946,John Ford,"Henry Fonda,Linda Darnell,Victor Mature,Walter Brennan,Tim Holt,Cathy Downs,Ward Bond,Alan Mowbray,John Ireland,J. Farrell MacDonald",4,"Action, Drama, Western",Rated NR,97 minutes
3525,Gates of Heaven,1978,,,4,Documentary,Rated NR,85 minutes
3526,Days of Heaven,1978,Terrence Malick,"Richard Gere,Brooke Adams,Linda Manz,Jackie Shultis,Stuart Margolin,Gene Bell,Richard Libertini",4,"Drama, Romance",Rated PG,94 minutes
3527,The Lady Eve,1941,,"Barbara Stanwyck,Henry Fonda,Charles Coburn,Eugene Pallette,William Demarest,Eric Blore",4,"Comedy, Romance",Rated NR,97 minutes
3528,City Lights,1931,,"Charles Chaplin,Virginia Cherrill,Florence Lee,Harry Myers,Allan Garcia,Hank Mann",4,"Comedy, Drama, Romance",Rated G,87 minutes
3529,The Up Documentaries,1985,,,4,,,
3530,A Woman Under the Influence,1974,John Cassavetes,"Peter Falk,Gena Rowlands,Katherine Cassavetes,Lady Rowlands,Fred Draper",4,"Drama, Indie",Rated R,155 minutes
3531,Psycho,1960,Alfred Hitchcock,"Anthony Perkins,Vera Miles",4,"Drama, Horror, Thriller",Rated R,109 minutes
3532,Blow-Up,1966,Michelangelo Antonioni,,4,"Crime, Drama, Foreign, Mystery, Thriller",,111 minutes
