id,movie_name,year,directors,actors,movie_rating,genre,duration
5376,Rocky,1981,Sunil Dutt,"Sanjay Dutt, Reena Roy, Tina Munim",7.1,Action,151 min 
5377,Kranti,1981,Manoj Kumar,"Dilip Kumar, Manoj Kumar, Shashi Kapoor",7.2,"Action, Adventure, Drama",187 min 
5378,The Clones of Bruce Lee,1980,Joseph Velasco,,4,"Action, Drama",91 min 
5379,Qian zuo guai,1980,John Woo,"Kim-Wan Chan, Lap Ban Chan, Ching Po Chang",5.4,"Comedy, Action, Adventure",101 min 
5380,Challenge of the Tiger,1980,Bruce Le,"Bruce Le, Jang Lee Hwang, Richard Harrison",5.5,"Action, Thriller",86 min 
5381,Challenge of the Tiger,1980,Bruce Le,"Bruce Le, Jang Lee Hwang, Richard Harrison",5.5,"Action, Thriller",86 min 
5382,Stunt Rock,1980,Brian Trenchard-Smith,"Grant Page, Monique van de Ven, Margaret Gerard",5.4,"Action, Drama, Music",86 min 
5383,Shao Lin yu Wu Dang,1980,Cheh Chang,"Meng Lo, Sheng Chiang, Li Wang",6.7,"Action, Drama",101 min 
5384,Border Cop,1980,Christopher Leitch,"Telly Savalas, Danny De La Paz, Eddie Albert",4.6,"Action, Drama, Thriller",90 min 
5385,Gefangene Frauen,1980,Erwin C. Dietrich,"Karine Gambier, Brigitte Lahaie, Lynn Monteil",4.9,"Adventure, Action",80 min 
5386,Le guignolo,1980,Georges Lautner,"Jean-Paul Belmondo, Mirella D'Angelo, Michel Galabru",5.9,"Comedy, Action",90 min 
5387,Piedone d'Egitto,1980,Steno,"Bud Spencer, Enzo Cannavale, Baldwyn Dakile",6.1,"Action, Comedy, Crime",104 min 
5388,Ten Tigers of Kwangtung,1980,Cheh Chang,"Lung Ti, Sheng Fu, Philip Kwok",6.8,"Action, Drama",91 min 
5389,Any Which Way You Can,1980,Buddy Van Horn,"Clint Eastwood, Sondra Locke, Geoffrey Lewis",6,"Action, Comedy",116 min 
5390,Battle Beyond the Stars,1980,Jimmy T. Murakami,"George Peppard, Robert Vaughn, Richard Thomas",5.4,"Action, Adventure, Comedy",104 min 
5391,Below the Belt,1980,Robert Fowler,"Regina Baff, John C. Becher, Mildred Burke",5.5,"Action, Comedy, Drama",91 min 
5392,Below the Belt,1980,Robert Fowler,"Regina Baff, John C. Becher, Mildred Burke",5.5,"Action, Comedy, Drama",91 min 
5393,The Blues Brothers,1980,John Landis,"John Belushi, Dan Aykroyd, Cab Calloway",7.9,"Action, Comedy, Crime",133 min 
5394,Borderline,1980,Jerrold Freedman,"Charles Bronson, Bruno Kirby, Bert Remsen",5.9,"Action, Drama",97 min 
5395,Bronco Billy,1980,Clint Eastwood,"Clint Eastwood, Sondra Locke, Geoffrey Lewis",6,"Action, Adventure, Comedy",116 min 
5396,Cabo Blanco,1980,J. Lee Thompson,"Charles Bronson, Jason Robards, Dominique Sanda",5.6,"Action, Adventure, Crime",87 min 
5397,The Chain Reaction,1980,Ian Barry,"Steve Bisley, Arna-Maria Winchester, Ross Thompson",5.5,"Action, Drama, Sci-Fi",92 min 
5398,Cuba Crossing,1980,Chuck Workman,"Stuart Whitman, Robert Vaughn, Woody Strode",3.9,Action,90 min 
5399,Defiance,1980,John Flynn,"Jan-Michael Vincent, Theresa Saldana, Danny Aiello",6.2,"Action, Drama, Crime",103 min 
5400,We're Going to Eat You,1980,Hark Tsui,"Norman Chu, Eddy Ko, Melvin Wong",6.7,"Action, Adventure, Comedy",90 min 
5401,We're Going to Eat You,1980,Hark Tsui,"Norman Chu, Eddy Ko, Melvin Wong",6.7,"Action, Adventure, Comedy",90 min 
5402,Do Aur Do Paanch,1980,Rakesh Kumar,"Shashi Kapoor, Amitabh Bachchan, Hema Malini",7.1,"Action, Comedy, Drama",132 min 
5403,The Dogs of War,1980,John Irvin,"Christopher Walken, Tom Berenger, Colin Blakely",6.3,"Action, Adventure, Drama",102 min 
5404,Dostana,1980,Raj Khosla,"Amitabh Bachchan, Shatrughan Sinha, Zeenat Aman",6.8,"Action, Crime, Drama",152 min 
5405,Emperor of Shaolin Kung Fu,1980,Hsi-Chieh Lai,"Carter Wong, Nancy Yen, Lieh Lo",6,"Action, Drama",90 min 
5406,Star Wars: Episode V - The Empire Strikes Back,1980,Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher",8.8,"Action, Adventure, Fantasy",124 min 
5407,The Exterminator,1980,James Glickenhaus,"Robert Ginty, Samantha Eggar, Christopher George",5.6,"Action, Crime, Drama",99 min 
5408,The Final Countdown,1980,Don Taylor,"Kirk Douglas, Martin Sheen, Katharine Ross",6.7,"Action, Sci-Fi",103 min 
5409,Flash Gordon,1980,Mike Hodges,"Sam J. Jones, Melody Anderson, Max von Sydow",6.4,"Action, Adventure, Sci-Fi",111 min 
5410,Fo zhang luo han quan,1980,Woo-Ping Yuen,"Shun-Yee Yuen, Siu Ming Tsui, Lung Chan",6.8,Action,90 min 
5411,The Gods Must Be Crazy,1980,Jamie Uys,"N!xau, Marius Weyers, Sandra Prinsloo",7.3,"Action, Comedy",109 min 
5412,Spooky Encounters,1980,Sammo Kam-Bo Hung,"Sammo Kam-Bo Hung, Fat Chung, Lung Chan",7.2,"Action, Comedy, Fantasy",102 min 
5413,Hangar 18,1980,James L. Conway,"Darren McGavin, Robert Vaughn, Gary Collins",5.3,"Action, Biography, Sci-Fi",97 min 
5414,Hotel Paradise,1980,Edoardo Mulargia,"Anthony Steffen, Ajita Wilson, Cristina Lay",4.5,"Action, Adventure, Drama",101 min 
5415,Hum Paanch,1980,Bapu,"Sanjeev Kumar, Shabana Azmi, Mithun Chakraborty",6.4,"Action, Drama",163 min 
5416,Clan of the White Lotus,1980,Lieh Lo,"Chia-Hui Liu, Lieh Lo, Lung Wei Wang",7.6,"Action, Drama",95 min 
5417,The Hunter,1980,Buzz Kulik,"Steve McQueen, Eli Wallach, Kathryn Harrold",6.3,"Action, Biography, Comedy",97 min 
5418,The Island,1980,Michael Ritchie,"Michael Caine, David Warner, Angela Punch McGregor",5.2,"Action, Adventure, Drama",109 min 
5419,The Kidnapping of the President,1980,George Mendeluk,"William Shatner, Hal Holbrook, Van Johnson",5.5,"Thriller, Action, Drama",114 min 
5420,Contraband,1980,Lucio Fulci,"Fabio Testi, Ivana Monti, Marcel Bozzuffi",6.5,"Action, Crime, Drama",97 min 
5421,Night of the Juggler,1980,Robert Butler,"James Brolin, Cliff Gorman, Richard S. Castellano",6.2,"Action, Crime, Drama",101 min 
5422,The Octagon,1980,Eric Karson,"Chuck Norris, Karen Carlson, Lee Van Cleef",5,"Action, Drama, Romance",103 min 
5423,Raise the Titanic,1980,Jerry Jameson,"Jason Robards, Richard Jordan, David Selby",4.6,"Action, Drama, Thriller",115 min 
5424,Ram Balram,1980,Vijay Anand,"Zeenat Aman, Rekha, Ajit",6.4,"Action, Comedy, Drama",169 min 
5425,Running Scared,1980,Paul Glickler,"Ken Wahl, Judge Reinhold, Annie McEnroe",5.3,"Action, Adventure, Drama",96 min 
5426,S+H+E: Security Hazards Expert,1980,Robert Michael Lewis,"Cornelia Sharpe, Omar Sharif, Robert Lansing",5.1,"Action, Adventure",100 min 
5427,Schizoid,1980,David Paulsen,"Klaus Kinski, Donna Wilkes, Marianna Hill",4.8,"Action, Horror, Mystery",89 min 
5428,The Sea Wolves,1980,Andrew V. McLaglen,"Gregory Peck, Roger Moore, David Niven",6.3,"Action, History, War",120 min 
5429,Shaan,1980,Ramesh Sippy,"Sunil Dutt, Shashi Kapoor, Amitabh Bachchan",7.2,"Action, Adventure, Crime",181 min 
5430,Return to the 36th Chamber,1980,Chia-Liang Liu,"Chia-Hui Liu, Lung Wei Wang, Hou Hsiao",7.2,"Action, Comedy",99 min 
5431,The Young Master,1980,Jackie Chan,"Jackie Chan, Pai Wei, Biao Yuen",7.3,"Action, Adventure, Comedy",101 min 
5432,Two for the Road,1980,Chiu Lee,"Ka-Yan Leung, Phillip Ko, Lau Chan",6.7,"Action, Comedy",83 min 
5433,Smokey and the Bandit II,1980,Hal Needham,"Burt Reynolds, Jackie Gleason, Jerry Reed",5.1,"Action, Comedy",100 min 
5434,Stir,1980,Stephen Wallace,"Bryan Brown, Max Phipps, Dennis Miller",6.8,"Action, Drama, Thriller",101 min 
5435,The Stunt Man,1980,Richard Rush,"Peter O'Toole, Steve Railsback, Barbara Hershey",7.3,"Action, Comedy, Drama",131 min 
5436,Superman II,1980,Richard Lester,"Gene Hackman, Christopher Reeve, Margot Kidder",6.8,"Action, Romance, Sci-Fi",127 min 
5437,When Time Ran Out...,1980,James Goldstone,"Paul Newman, Jacqueline Bisset, William Holden",4.3,"Action, Adventure, Drama",121 min 
5438,Wu Tang Clan,1980,Hsueh Li Pao,"Lung Ti, Szu Shih, Danny Lee",7.1,"Action, Drama",90 min 
5439,Il giorno del Cobra,1980,Enzo G. Castellari,"Franco Nero, Sybil Danning, Mario Maranzana",5.8,"Action, Crime, Drama",95 min 
5440,Super Fuzz,1980,Sergio Corbucci,"Terence Hill, Ernest Borgnine, Joanne Dru",6.3,"Action, Comedy, Fantasy",97 min 
5441,Dangerous Encounters of the First Kind,1980,Hark Tsui,"Lieh Lo, Chen Chi Lin, Albert Au",7.5,"Action, Crime, Thriller",95 min 
5442,Ruckus,1980,Max Kleven,"Dirk Benedict, Linda Blair, Richard Farnsworth",6.1,"Action, Drama, Thriller",93 min 
5443,Ninja bugeicho momochi sandayu,1980,Noribumi Suzuki,"Hiroyuki Sanada, Shin'ichi Chiba, Etsuko Shihomi",6.4,"Action, Adventure, Drama",117 min 
5444,Ninja bugeicho momochi sandayu,1980,Noribumi Suzuki,"Hiroyuki Sanada, Shin'ichi Chiba, Etsuko Shihomi",6.4,"Action, Adventure, Drama",117 min 
5445,The Porno Killers,1980,Roberto Mauri,"Carmen Russo, Cintia Lodetti, Vassili Karis",4,"Action, Comedy, Crime",82 min 
5446,Ekipazh,1980,Aleksandr Mitta,"Georgi Zhzhyonov, Anatoliy Vasilev, Leonid Filatov",7.3,"Action, Drama, Thriller",144 min 
5447,Pirates of the 20th Century,1980,Boris Durov,"Nikolay Eryomenko, Pyotr Velyaminov, Talgat Nigmatulin",6.8,"Action, Adventure, Thriller",83 min 
5448,Shaolin Warrior,1980,Chia Yung Liu,,5.7,"Action, Comedy",100 min 
5449,The Master,1980,Chin-Ku Lu,"Kuan Tai Chen, Tak Yuen, Hsueh-Erh Wen",7.1,"Action, Comedy",92 min 
5450,Karz,1980,Subhash Ghai,"Rishi Kapoor, Tina Munim, Simi Garewal",7.6,"Action, Musical, Romance",159 min 
5451,Qurbani,1980,Feroz Khan,,7.1,"Action, Drama, Thriller",157 min 
5452,Aguila,1980,Eddie Romero,"Fernando Poe Jr., Amalia Fuentes, Christopher De Leon",7.3,"Action, Drama, Romance",210 min 
5453,Goldrunner,1980,Richard Losee,"Richard Losee, Kristin Kelly, Dahl Gleave",6.4,"Action, Crime, Drama",90 min 
5454,Disco Godfather,1979,J. Robert Wagoner,"Rudy Ray Moore, Carol Speed, Jimmy Lynch",5.1,"Action, Crime, Drama",93 min 
5455,Jamaican Gold,1979,Henry Levin,"Rod Taylor, Stuart Whitman, Elke Sommer",5,"Action, Adventure",88 min 
5456,Portrait of a Hitman,1979,Allan A. Buckhantz,"Jack Palance, Rod Steiger, Bo Svenson",4.2,"Drama, Action",86 min 
5457,Buck Rogers in the 25th Century,1979,Daniel Haller,"Gil Gerard, Erin Gray, Pamela Hensley",6.5,"Action, Adventure, Sci-Fi",89 min 
5458,Last Hurrah for Chivalry,1979,John Woo,"Damian Lau, Pai Wei, Chiu-hua Wei",7.2,"Action, Drama",106 min 
5459,Shui quan guai zhao,1979,Wing-Cho Yip,"Ka-Yan Leung, Siu Tin Yuen, Ling-lung Ouyang",6.6,Action,88 min 
5460,1941,1979,Steven Spielberg,"John Belushi, Dan Aykroyd, Treat Williams",5.9,"Action, Comedy, War",118 min 
5461,The Concorde... Airport '79,1979,David Lowell Rich,"Alain Delon, Susan Blakely, Robert Wagner",4.2,"Action, Drama, Thriller",113 min 
5462,Angels' Brigade,1979,Greydon Clark,"Sylvia Anderson, Lieu Chinh, Jacqueline Cole",1.9,"Action, Comedy",97 min 
5463,Ashanti,1979,Richard Fleischer,"Michael Caine, Peter Ustinov, Kabir Bedi",5.3,"Action, Adventure, Drama",118 min 
5464,Avalanche Express,1979,Mark Robson,"Lee Marvin, Robert Shaw, Linda Evans",4.7,"Action, Thriller",88 min 
5465,Bear Island,1979,Don Sharp,"Donald Sutherland, Vanessa Redgrave, Richard Widmark",5.8,"Action, Adventure, Mystery",118 min 
5466,Beyond the Poseidon Adventure,1979,Irwin Allen,"Michael Caine, Sally Field, Telly Savalas",4.4,"Action, Adventure",114 min 
5467,The Black Hole,1979,Gary Nelson,"Maximilian Schell, Anthony Perkins, Robert Forster",5.9,"Action, Adventure, Family",98 min 
5468,Super Hero,1979,Bruce Le,"Bruce Le, Lito Lapid, Azenith Briones",5.7,"Action, Drama",88 min 
5469,Stroke of Death,1979,Mar Lo,"Hsi Chang, Ling Wei Chen, Mu Chuan Chen",6.3,"Action, Drama",89 min 
5470,City on Fire,1979,Alvin Rakoff,"Barry Newman, Susan Clark, Shelley Winters",3.5,"Action, Drama",106 min 
5471,Concorde Affaire '79,1979,Ruggero Deodato,"James Franciscus, Mimsy Farmer, Venantino Venantini",5.6,"Action, Crime, Thriller",96 min 
5472,Day of the Assassin,1979,Brian Trenchard-Smith,"Chuck Connors, Susana Dosamantes, Glenn Ford",4.9,"Action, Drama",94 min 
5473,The Magnificent Ruffians,1979,Cheh Chang,"Hui Chi Chen, Sheng Chiang, Yu-lun Huang",6.9,"Action, Drama",82 min 
5474,The Butterfly Murders,1979,Hark Tsui,"Siu-Ming Lau, Michelle Yim, Shu Tong Wong",6.7,"Action, Horror, Mystery",88 min 
5475,Escape to Athena,1979,George P. Cosmatos,"Roger Moore, Telly Savalas, David Niven",5.6,"Action, Adventure, Comedy",125 min 
5476,Mad Monkey Kung Fu,1979,Chia-Liang Liu,"Chia-Liang Liu, Ho Hsiao, Kara Hui",7.1,Action,116 min 
5477,The Deadly Breaking Sword,1979,Chung Sun,"Lung Ti, Sheng Fu, Szu Shih",6.9,"Action, Comedy",101 min 
5478,Firepower,1979,Michael Winner,"Sophia Loren, James Coburn, O.J. Simpson",4.8,"Action, Drama, Thriller",104 min 
5479,A Force of One,1979,Paul Aaron,"Jennifer O'Neill, Chuck Norris, Clu Gulager",5,"Action, Crime, Drama",90 min 
5480,The Great Riviera Bank Robbery,1979,Francis Megahy,"Ian McShane, Warren Clarke, Stephen Greif",6.6,"Action, Crime, Drama",102 min 
5481,Hanover Street,1979,Peter Hyams,"Harrison Ford, Lesley-Anne Down, Christopher Plummer",6,"Action, Adventure, Drama",109 min 
5482,Hou hsing kou shou,1979,Sum Cheung,"John Cheung, Chiu-Sing Hau, Ming-Wai Chan",7.2,"Action, Drama",100 min 
5483,The Fearless Hyena,1979,Jackie Chan,"Jackie Chan, James Tien, Dean Shek",6.8,"Comedy, Action",98 min 
5484,The In-Laws,1979,Arthur Hiller,"Peter Falk, Alan Arkin, Richard Libertini",7.4,"Adventure, Comedy, Crime",103 min 
5485,Io sto con gli ippopotami,1979,Italo Zingarelli,"Terence Hill, Bud Spencer, Joe Bugner",6.7,"Action, Adventure, Comedy",108 min 
5486,Jaani Dushman,1979,Rajkumar Kohli,"Sunil Dutt, Sanjeev Kumar, Shatrughan Sinha",5.9,"Action, Horror, Mystery",154 min 
5487,Jaguar Lives!,1979,Ernest Pintoff,"Joe Lewis, Christopher Lee, Donald Pleasence",4.2,Action,90 min 
5488,The Kung Fu Instructor,1979,Chung Sun,"Lung Ti, Yue Wong, Feng Ku",6.8,"Action, Drama",100 min 
5489,The Kid with the Golden Arm,1979,Cheh Chang,"Chien Sun, Meng Lo, Feng Lu",7.4,"Action, Drama",75 min 
5490,Kaala Patthar,1979,Yash Chopra,"Shashi Kapoor, Rakhee Gulzar, Amitabh Bachchan",7.8,"Action, Crime, Drama",176 min 
5491,The Lady Vanishes,1979,Anthony Page,"Elliott Gould, Cybill Shepherd, Angela Lansbury",5.8,"Action, Comedy, Mystery",95 min 
5492,The Lady in Red,1979,Lewis Teague,"Pamela Sue Martin, Robert Conrad, Louise Fletcher",6.1,"Action, Drama, Romance",93 min 
5493,Magnificent Butcher,1979,Woo-Ping Yuen,"Sammo Kam-Bo Hung, Tak-Hing Kwan, Biao Yuen",7.6,"Action, Comedy",108 min 
5494,Long hu men,1979,Chin-Ku Lu,"Jang Lee Hwang, Yuen Man Meng, Hoi Mang",6.8,Action,85 min 
5495,Long quan,1979,Wei Lo,"Jackie Chan, Nora Miao, James Tien",6.2,"Action, Drama",94 min 
5496,Love and Bullets,1979,Stuart Rosenberg,"Charles Bronson, Jill Ireland, Rod Steiger",5.7,"Action, Crime, Drama",103 min 
5497,Spiritual Boxer II,1979,Chia-Liang Liu,"Yue Wong, Cecilia Wong, Chia-Hui Liu",6.9,"Action, Comedy, Fantasy",97 min 
5498,Meteor,1979,Ronald Neame,"Sean Connery, Natalie Wood, Karl Malden",4.9,"Action, Drama, Sci-Fi",108 min 
5499,Moonraker,1979,Lewis Gilbert,"Roger Moore, Lois Chiles, Michael Lonsdale",6.3,"Action, Adventure, Sci-Fi",126 min 
5500,Mr. Natwarlal,1979,Rakesh Kumar,"Amitabh Bachchan, Rekha, Ajit",6.7,"Action, Comedy, Romance",148 min 
5501,Muqabla,1979,Rajkumar Kohli,,6.4,"Action, Adventure, Drama",127 min 
5502,Dance of the Drunken Mantis,1979,Woo-Ping Yuen,"Siu Tin Yuen, Jang Lee Hwang, Linda Lin",7.2,"Action, Comedy",94 min 
5503,The North Avenue Irregulars,1979,Bruce Bilson,"Edward Herrmann, Barbara Harris, Susan Clark",6.6,"Action, Comedy, Crime",100 min 
5504,The Odd Angry Shot,1979,Tom Jeffrey,"Graham Kennedy, John Hargreaves, John Jarratt",6.7,"Action, Comedy, War",92 min 
5505,The Passage,1979,J. Lee Thompson,"Anthony Quinn, James Mason, Malcolm McDowell",6.2,"Action, Drama, War",99 min 
5506,Alibaba Aur 40 Chor,1979,Latif Faiziyev,"Dharmendra, Hema Malini, Zeenat Aman",6.2,"Action, Adventure, Family",138 min 
5507,Uno sceriffo extraterrestre... poco extra e molto terrestre,1979,Michele Lupo,"Bud Spencer, Raimund Harmstorf, Cary Guffey",6.1,"Action, Comedy, Family",95 min 
5508,Seven,1979,Andy Sidaris,"William Smith, John Alderman, Henry Ayau",6.1,"Action, Drama",100 min 
5509,Shaolin Abbot,1979,Ho Meng-Hua,"David Chiang, Lieh Lo, Lily Li",6.8,"Action, Adventure",84 min 
5510,Suhaag,1979,Manmohan Desai,"Shashi Kapoor, Amitabh Bachchan, Rekha",6.7,"Action, Drama, Musical",164 min 
5511,Sunburn,1979,Richard C. Sarafian,"Farrah Fawcett, Charles Grodin, Art Carney",4.8,"Comedy, Action, Crime",99 min 
5512,Sunnyside,1979,Timothy Galfas,"Joey Travolta, John Lansing, Stacey Pickren",4.1,"Action, Drama",100 min 
5513,The Warriors,1979,Walter Hill,"Michael Beck, James Remar, Dorsey Wright",7.7,"Action, Thriller",92 min 
5514,The Incredible Kung Fu Master,1979,Tung Cho 'Joe' Cheung,"Sammo Kam-Bo Hung, Wei Tung, Cecilia Wong",6.9,"Action, Comedy",89 min 
5515,Za jia xiao zi,1979,Sammo Kam-Bo Hung,"Biao Yuen, Sammo Kam-Bo Hung, Ka-Yan Leung",7.5,"Action, Comedy",92 min 
5516,Za jia xiao zi,1979,Sammo Kam-Bo Hung,"Biao Yuen, Sammo Kam-Bo Hung, Ka-Yan Leung",7.5,"Action, Comedy",92 min 
5517,Fist of Fury III,1979,Lu Po Tu,"Bruce Li, Yen Tsan Tang, Feng Ku",5.9,"Action, Drama",91 min 
5518,The Little Dragons,1979,Curtis Hanson,"Charles Lane, Ann Sothern, Chris Petersen",4.9,"Action, Comedy",90 min 
5519,The Little Dragons,1979,Curtis Hanson,"Charles Lane, Ann Sothern, Chris Petersen",4.9,"Action, Comedy",90 min 
5520,Screamers,1979,Sergio Martino,"Barbara Bach, Claudio Cassinelli, Richard Johnson",4.9,"Action, Horror",81 min 
5521,Steel,1979,Steve Carver,"Lee Majors, Jennifer O'Neill, Art Carney",6,"Action, Adventure, Crime",102 min 
5522,Spree,1979,Larry Spiegel,"Peter Graves, Ray Milland, Vincent Van Patten",4.5,"Action, Crime, Drama",89 min 
5523,Ffolkes,1979,Andrew V. McLaglen,"Roger Moore, James Mason, Anthony Perkins",6.3,"Action, Adventure, Thriller",95 min 
5524,Mr. No Legs,1979,Ricou Browning,"Richard Jaeckel, Ron Slinker, Lloyd Bochner",5.3,"Action, Drama",90 min 
5525,Search and Destroy,1979,William Fruet,"Perry King, Don Stroud, Tisa Farrow",5.7,"Action, Drama, Thriller",92 min 
5526,Search and Destroy,1979,William Fruet,"Perry King, Don Stroud, Tisa Farrow",5.7,"Action, Drama, Thriller",92 min 
5527,Crippled Masters,1979,Kei Law,,5.8,"Action, Drama",90 min 
5528,Dragon's Claws,1979,Joseph Kuo,,7,"Action, Drama",92 min 
5529,Tough to Kill,1979,Joe D'Amato,"Luc Merenda, Donald O'Brien, Percy Hogan",5.5,"Action, War",88 min 
5530,Kung Fu of Seven Steps,1979,Chung Ting,"Tien-chi Cheng, Kai Chia, Shan Chang",6.1,Action,87 min 
5531,Raining in the Mountain,1979,King Hu,"Feng Hsu, Yueh Sun, Chun Shih",7.5,"Action, Drama",120 min 
5532,The Man Who Stole the Sun,1979,Kazuhiko Hasegawa,"Bunta Sugawara, Kenji Sawada, Kimiko Ikegami",7.6,"Action, Crime, Thriller",147 min 
5533,Gautam Govinda,1979,Subhash Ghai,"Shashi Kapoor, Shatrughan Sinha, Moushumi Chatterjee",5.4,"Action, Crime, Drama",131 min 
5534,Maula Jat,1979,Yunus Malik,"Sultan Rahi, Mustafa Qureshi, Seema",6.1,"Action, Crime, Drama",156 min 
5535,Duniya Meri Jeb Mein,1979,Tinnu Anand,,6.2,"Action, Drama, Family",139 min 
5536,Kartavya,1979,Mohan Segal,"Dharmendra, Rekha, Vinod Mehra",6.9,"Action, Drama",168 min 
5537,The King of Kung Fu,1978,Kuo-Hsiang Lin,"Bruce Le, Bolo Yeung, Chi Ling Chiu",6.5,"Action, Drama",87 min 
5538,La banda del gobbo,1978,Umberto Lenzi,"Tomas Milian, Pino Colizzi, Isa Danieli",7,"Action, Crime, Thriller",95 min 
5539,Bruce Li the Invincible Chinatown Connection,1978,Chi Lo,"Sing Chen, Bruce Li, Wai-Man Chan",5.4,"Action, Adventure",92 min 
5540,Death Force,1978,Cirio H. Santiago,"James Iglehart, Carmen Argenziano, Leon Isaac Kennedy",5,"Action, Drama, Crime",96 min 
5541,Hi-Riders,1978,Greydon Clark,"Mel Ferrer, Stephen McNally, Darby Hinton",5.5,"Action, Crime, Drama",90 min 
5542,Flatfoot in Africa,1978,Steno,"Bud Spencer, Enzo Cannavale, Werner Pochath",6.2,"Action, Comedy, Crime",115 min 
5543,Magnum Cop,1978,Stelvio Massi,"Maurizio Merli, Joan Collins, Franco Ressel",5.5,"Action, Crime, Thriller",93 min 
5544,The Inglorious Bastards,1978,Enzo G. Castellari,"Bo Svenson, Peter Hooten, Fred Williamson",6.6,"Action, Adventure, Comedy",99 min 
5545,Return of Bruce,1978,Joseph Velasco,"Bruce Le, Fei Meng, Lieh Lo",5.8,"Action, Drama",79 min 
5546,Soul of the Sword,1978,Shan Hua,"Lung Ti, Chen Chi Lin, Feng Ku",6.6,"Action, Drama",85 min 
5547,Mag Wheels,1978,Bethel Buckalew,"John Laughlin, Shelly Horner, Phoebe Schmidt",5.2,"Action, Comedy",81 min 
5548,Avalanche,1978,Corey Allen,"Rock Hudson, Mia Farrow, Robert Forster",4.2,"Action, Drama",91 min 
5549,Battlestar Galactica,1978,Richard A. Colla,"Richard Hatch, Dirk Benedict, Lorne Greene",6.7,"Action, Adventure, Sci-Fi",148 min 
5550,Blackout,1978,Eddy Matalon,"James Mitchum, Robert Carradine, Belinda Montgomery",4.8,"Action, Thriller",92 min 
5551,Born Invincible,1978,Joseph Kuo,"Mei-Yi Chang, Chiu Chen, Pei Ling Chen",7.3,Action,83 min 
5552,Brass Target,1978,John Hough,"Sophia Loren, John Cassavetes, Max von Sydow",5.9,"Action, Drama, Mystery",111 min 
5553,Bruce and Shao-lin Kung Fu 2,1978,Alberto Golango,"Bruce Le, Bing-Hung Li, Nelson Lee",7.2,"Action, Adventure",76 min 
5554,Crippled Avengers,1978,Cheh Chang,"Kuan-Tai Chan, Feng Lu, Kuo Chue",7.6,"Action, Drama",107 min 
5555,Caravans,1978,James Fargo,"Anthony Quinn, Michael Sarrazin, Christopher Lee",6.6,"Action, Adventure, History",127 min 
5556,Convoy,1978,Sam Peckinpah,"Kris Kristofferson, Ali MacGraw, Ernest Borgnine",6.3,"Action, Drama",110 min 
