ID,publisher,isbn,title,series,author,year,ENTRYTYPE,journal,number,volume,link,pages,booktitle,crossref
3426,,,"Data Driven Design Optimization Methodology: {A} Dynamic Data Driven
Application System",,Doyle D. Knight,2003,inproceedings,,,,http://dx.doi.org/10.1007/3-540-44864-0_34,329--336,"Computational Science - {ICCS} 2003, International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003. Proceedings, Part {IV}",DBLP:conf/iccS/2003-4
3427,,,"Robust Band Profile Extraction Using Constrained Nonparametric Machine-Learning
Technique",,"Shadab Khan and
Jo{\~{a}}o Sanches and
Rodrigo Ventura",2010,article,{IEEE} Trans. Biomed. Engineering,10,57,http://dx.doi.org/10.1109/TBME.2010.2060196,2587--2591,,
3428,,,Inductive Logic Programming,,Luc De Raedt,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_396,529--537,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3429,,,{OMI} Near Real Time data processing,,"Phillip Durbin and
Curt Tilmes and
Brian Duggan and
Bigyani Das",2010,inproceedings,,,,http://dx.doi.org/10.1109/IGARSS.2010.5651380,586--588,"{IEEE} International Geoscience {\&} Remote Sensing Symposium, {IGARSS} 2010, July 25-30, 2010, Honolulu, Hawaii, USA, Proceedings",DBLP:conf/igarss/2010
3430,,,"Empirical Analysis of the Divergence of Gibbs Sampling Based Learning
Algorithms for Restricted Boltzmann Machines",,"Asja Fischer and
Christian Igel",2010,inproceedings,,,,http://dx.doi.org/10.1007/978-3-642-15825-4_26,208--217,"Artificial Neural Networks - {ICANN} 2010 - 20th International Conference, Thessaloniki, Greece, September 15-18, 2010, Proceedings, Part {III}",DBLP:conf/icann/2010-3
3431,,,"Machine Learning for Author Affiliation within Web Forums - Using
Statistical Techniques on {NLP} Features for Online Group Identification",,"Jeffrey Ellen and
Shibin Parameswaran",2011,inproceedings,,,,http://dx.doi.org/10.1109/ICMLA.2011.90,100--105,"10th International Conference on Machine Learning and Applications
and Workshops, {ICMLA} 2011, Honolulu, Hawaii, USA, December 18-21, 2011. Volume 1: Main Conference",DBLP:conf/icmla/2011-1
3432,,,Resubstitution Estimate,,,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_728,863,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3433,,,Measurement Scales,,Ying Yang,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_529,653--654,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3434,,,Immunocomputing for Speaker Recognition,,Alexander O. Tarakanov,2010,incollection,,,,http://dx.doi.org/10.1007/978-3-642-05179-1_24,515--529,"Advances in Machine Learning II, Dedicated to the Memory of Professor
Ryszard S. Michalski",DBLP:series/sci/2010-263
3435,,,Cross-Language Information Retrieval,,,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_187,242,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3436,,,"Semantics and Machine Learning for Building the Next Generation of
Judicial Court Management Systems",,"Elisabetta Fersini and
Enza Messina and
Daniele Toscani and
Francesco Archetti and
Mauro Cislaghi",2010,inproceedings,,,,,51--60,"{KMIS} 2010 - Proceedings of the International Conference on Knowledge
Management and Information Sharing, Valencia, Spain, October 25-28, 2010",DBLP:conf/ic3k/2010kmis
3437,,,"{IDC} Inorganic Chemicals Data Base. 2. Utilization of Chemical Abstracts
Service databases for the {IDC} inorganic chemistry documentation
system",,"Fritz Ehrhardt and
Horst Roschkowski",1986,article,Journal of Chemical Information and Computer Sciences,2,26,http://dx.doi.org/10.1021/ci00050a007,63--71,,
3438,,,Restricted Eigenvalue Properties for Correlated Gaussian Designs,,"Garvesh Raskutti and
Martin J. Wainwright and
Bin Yu",2010,article,Journal of Machine Learning Research,,11,http://portal.acm.org/citation.cfm?id=1859929,2241--2259,,
3439,,,An evolutionary extreme learning machine based on group search optimization,,"Danielle N. G. Silva and
Luciano D. S. Pacifico and
Teresa Bernarda Ludermir",2011,inproceedings,,,,http://dx.doi.org/10.1109/CEC.2011.5949670,574--580,"Proceedings of the {IEEE} Congress on Evolutionary Computation, {CEC}
2011, New Orleans, LA, USA, 5-8 June, 2011",DBLP:conf/cec/2011
3440,,,TRaDe: Data Race Detection for Java,,"Mark Christiaens and
Koenraad De Bosschere",2001,inproceedings,,,,http://dx.doi.org/10.1007/3-540-45718-6_81,761--770,"Computational Science - {ICCS} 2001, International Conference, San
Francisco, CA, USA, May 28-30, 2001. Proceedings, Part {II}",DBLP:conf/iccS/2001-2
3441,,,A graph-relational approach to geographic databases,,Andreas Meier,1982,inproceedings,,,,http://dx.doi.org/10.1007/BFb0000111,245--254,"Graph-Grammars and Their Application to Computer Science, 2nd International
Workshop, Haus Ohrbeck [near Osnabr{\""{u}}ck], Germany, October
4-8, 1982",DBLP:conf/gg/1982
3442,,,"Applications of data mining and machine learning in online customer
care",,"Ravi Vijayaraghavan and
P. V. Kannan",2011,inproceedings,,,,http://doi.acm.org/10.1145/2020408.2020537,779,"Proceedings of the 17th {ACM} {SIGKDD} International Conference on
Knowledge Discovery and Data Mining, San Diego, CA, USA, August 21-24, 2011",DBLP:conf/kdd/2011
3443,,,"Quest for efficient option pricing prediction model using machine
learning techniques",,"B. V. Phani and
Bala Chandra and
Vijay Raghav",2011,inproceedings,,,,http://dx.doi.org/10.1109/IJCNN.2011.6033283,654--657,"The 2011 International Joint Conference on Neural Networks, {IJCNN}
2011, San Jose, California, USA, July 31 - August 5, 2011",DBLP:conf/ijcnn/2011
3444,,,The {DIAMOND} Security Policy for Object-Oriented Databases,,"Linda M. Null and
Johnny S. Wong",1992,inproceedings,,,,http://doi.acm.org/10.1145/131214.131221,49--56,"Proceedings of the {ACM} 20th Annual Conference on Computer Science, {CSC} '92, Kansas City, MO, USA, March 3-5, 1992",DBLP:conf/acm/1992
3445,,,"Data Security for Object-Oriented Programming Systems Based on Inference
Engines (Abstract)",,"Linda M. Null and
Johnny S. Wong",1990,inproceedings,,,,http://doi.acm.org/10.1145/100348.100425,411,"Proceedings of the {ACM} 18th Annual Computer Science Conference on
Cooperation, {CSC} '90, Sheraton Washington Hotel, Washington, DC, USA, February 20-22, 1990",DBLP:conf/acm/1990
3446,,,On Learning with Integral Operators,,"Lorenzo Rosasco and
Mikhail Belkin and
Ernesto De Vito",2010,article,Journal of Machine Learning Research,,11,http://doi.acm.org/10.1145/1756006.1756036,905--934,,
3447,,,"Dimension reduction and its application to model-based exploration
in continuous spaces",,"Ali Nouri and
Michael L. Littman",2010,article,Machine Learning,1,81,http://dx.doi.org/10.1007/s10994-010-5202-y,85--98,,
3448,,,"A comparison study: Support vector machines for binary classification
in machine learning",,"Wencai Zeng and
Jiong Jia and
Zhonglong Zheng and
Chenmao Xie and
Li Guo",2011,inproceedings,,,,http://dx.doi.org/10.1109/BMEI.2011.6098517,1621--1625,"4th International Conference on Biomedical Engineering and Informatics, {BMEI} 2011, Shanghai, China, October 15-17, 2011",DBLP:conf/bmei/2011
3449,,,Formal Concept Analysis,,Gemma C. Garriga,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_316,416--418,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3450,,,"Generating AVTs Using {GA} for Learning Decision Tree Classifiers
with Missing Data",,"Jinu Joo and
Jun Zhang and
Jihoon Yang and
Vasant Honavar",2004,inproceedings,,,,http://dx.doi.org/10.1007/978-3-540-30214-8_30,347--354,"Discovery Science, 7th International Conference, {DS} 2004, Padova, Italy, October 2-5, 2004, Proceedings",DBLP:conf/dis/2004
3451,,,"{PHYTOTOX:} a database dealing with the effect of organic chemicals
on terrestrial vascular plants",,"Christopher L. Royce and
John S. Fletcher and
Paul G. Risser and
James C. McFarlane and
Frank E. Benenati",1984,article,Journal of Chemical Information and Computer Sciences,1,24,http://dx.doi.org/10.1021/ci00041a003,7--10,,
3452,,,"Automating open educational resources assessments: a machine learning
generalization study",,"Heather Leary and
Mimi Recker and
Andrew E. Walker and
Philipp G. Wetzler and
Tamara Sumner and
James H. Martin",2011,inproceedings,,,,http://doi.acm.org/10.1145/1998076.1998129,283--286,"Proceedings of the 2011 Joint International Conference on Digital
Libraries, {JCDL} 2011, Ottawa, ON, Canada, June 13-17, 2011",DBLP:conf/jcdl/2011
3453,,,On Quality Control and Machine Learning in Crowdsourcing,,Matthew Lease,2011,inproceedings,,,,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3906,,"Human Computation, Papers from the 2011 {AAAI} Workshop, San Francisco, California, USA, August 8, 2011",DBLP:conf/aaai/2011hc
3454,,,Machine Learning a Probabilistic Network of Ecological Interactions,,"Alireza Tamaddoni{-}Nezhad and
David Bohan and
Alan Raybould and
Stephen H. Muggleton",2011,inproceedings,,,,http://dx.doi.org/10.1007/978-3-642-31951-8_28,332--346,"Inductive Logic Programming - 21st International Conference, {ILP}
2011, Windsor Great Park, UK, July 31 - August 3, 2011, Revised Selected
Papers",DBLP:conf/ilp/2011
3455,,,"Coalescing Twitter Trends: The Under-Utilization of Machine Learning
in Social Media",,"Michael Brennan and
Rachel Greenstadt",2011,inproceedings,,,,http://dx.doi.org/10.1109/PASSAT/SocialCom.2011.160,641--646,"PASSAT/SocialCom 2011, Privacy, Security, Risk and Trust (PASSAT), 2011 {IEEE} Third International Conference on and 2011 {IEEE} Third
International Conference on Social Computing (SocialCom), Boston, MA, USA, 9-11 Oct., 2011",DBLP:conf/socialcom/2011
3456,,,"The Multi-angle Imaging SpectroRadiometer science data system, its
products, tools, and performance",,"Graham W. Bothwell and
Earl G. Hansen and
Robert E. Vargo and
Kyle C. Miller",2002,article,{IEEE} T. Geoscience and Remote Sensing,7,40,http://dx.doi.org/10.1109/TGRS.2002.801152,1467--1476,,
3457,,,"An Adaptive and Energy-efficient Routing Protocol Based on Machine
Learning for Underwater Delay Tolerant Networks",,"Tiansi Hu and
Yunsi Fei",2010,inproceedings,,,,http://dx.doi.org/10.1109/MASCOTS.2010.45,381--384,"{MASCOTS} 2010, 18th Annual {IEEE/ACM} International Symposium on
Modeling, Analysis and Simulation of Computer and Telecommunication
Systems, Miami, Florida, USA, August 17-19, 2010",DBLP:conf/mascots/2010
3458,,,Markov Network,,,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_515,646,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3459,Springer,3-540-20185-8,"Communications and Multimedia Security - Advanced Techniques for Network
and Data Protection, 7th {IFIP} {TC-6} {TC-11} International Conference, {CMS} 2003, Torino, Italy, October 2-3, 2003, Proceedings",Lecture Notes in Computer Science,,2003,proceedings,,,2828,,,,
3460,IBaI Publishing,978-3-942952-03-3,"Machine Learning and Data Mining in Pattern Recognition, 7th International
Conference, {MLDM} 2011, New York, USA, September/August 2011, Poster
Proceedings",,,2011,proceedings,,,,,,,
3461,,,Common component classification: What can we learn from machine learning?,,"Ariana Anderson and
Jennifer S. Labus and
Eduardo P. Vianna and
Emeran A. Mayer and
Mark S. Cohen",2011,article,NeuroImage,2,56,http://dx.doi.org/10.1016/j.neuroimage.2010.05.065,517--524,,
3462,,,Structure searching in chemical databases by direct lookup methods,,"Bradley D. Christie and
Burton A. Leland and
James G. Nourse",1993,article,Journal of Chemical Information and Computer Sciences,4,33,http://dx.doi.org/10.1021/ci00014a004,545--547,,
3463,,,"A new online learning algorithm for structure-adjustable extreme learning
machine",,"Guohu Li and
Min Liu and
Mingyu Dong",2010,article,Computers {\&} Mathematics with Applications,3,60,http://dx.doi.org/10.1016/j.camwa.2010.03.023,377--389,,
3464,,,Co-Reference Resolution,,,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_175,226,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3465,,,Derivation of Natural Stimulus Feature Set Using a Data-Driven Model,,"Alexander Dimitrov and
Tom{\'{a}}s Gedeon and
Brendan Mumey and
Ross Snider and
Albert E. Parker and
John P. Miller",2003,inproceedings,,,,http://dx.doi.org/10.1007/3-540-44864-0_35,337--345,"Computational Science - {ICCS} 2003, International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003. Proceedings, Part {IV}",DBLP:conf/iccS/2003-4
3466,,,Cascade-Correlation,,"Thomas R. Shultz and
Scott E. Fahlman",2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_92,139--147,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3467,,,Example-Based Programming,,,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_288,382,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3468,,,Machine Learning and Link Analysis for Web Content Mining,,"Moreno Carullo and
Elisabetta Binaghi",2010,inproceedings,,,,,156--161,"{KDIR} 2010 - Proceedings of the International Conference on Knowledge
Discovery and Information Retrieval, Valencia, Spain, October 25-28, 2010",DBLP:conf/ic3k/2010kdir
3469,,,"Robustness Promotion of High Speed Network Content Auditing Integrated
System Based on Machine Learning Method",,"Jie Yang and
Yuanhao Wu and
Yinan Dou and
Kun Zhang",2011,inproceedings,,,,http://dx.doi.org/10.1007/978-3-642-23971-7_52,411--418,"Web Information Systems and Mining - International Conference, {WISM}
2011, Taiyuan, China, September 24-25, 2011, Proceedings, Part {I}",DBLP:conf/wism/2011
3470,,,"Limited information estimation and testing of Thurstonian models for
preference data",,Albert Maydeu{-}Olivares,2002,article,Mathematical Social Sciences,3,43,http://dx.doi.org/10.1016/S0165-4896(02)00017-3,467--483,,
3471,,,"Applying statistical machine learning to multicore voltage {\&}
frequency scaling",,"Michael Moeng and
Rami G. Melhem",2010,inproceedings,,,,http://doi.acm.org/10.1145/1787275.1787336,277--286,"Proceedings of the 7th Conference on Computing Frontiers, 2010, Bertinoro, Italy, May 17-19, 2010",DBLP:conf/cf/2010
3472,,,"On the Efficiency of Nearest Neighbor Searching with Data Clustered
in Lower Dimensions",,"Songrit Maneewongvatana and
David M. Mount",2001,inproceedings,,,,http://dx.doi.org/10.1007/3-540-45545-0_96,842--851,"Computational Science - {ICCS} 2001, International Conference, San
Francisco, CA, USA, May 28-30, 2001. Proceedings, Part {I}",DBLP:conf/iccS/2001-1
3473,,,Worst-Case Analysis for On-Line Data Compression,,"J{\'{o}}zsef B{\'{e}}k{\'{e}}si and
G{\'{a}}bor Galambos and
Ulrich Pferschy and
Gerhard J. Woeginger",1995,inproceedings,,,,http://dx.doi.org/10.1007/3-540-61576-8_90,288--300,"Combinatorics and Computer Science, 8th Franco-Japanese and 4th Franco-Chinese
Conference, Brest, France, July 3-5, 1995, Selected Papers",DBLP:conf/cococ/1995
3474,Springer,3-540-63346-4,"Advances in Intelligent Data Analysis, Reasoning about Data, Second
International Symposium, IDA-97, London, UK, August 4-6, 1997, Proceedings",Lecture Notes in Computer Science,,1997,proceedings,,,1280,,,,
3475,Springer,3-540-28757-4,"Pattern Recognition and Data Mining, Third International Conference
on Advances in Pattern Recognition, {ICAPR} 2005, Bath, UK, August
22-25, 2005, Proceedings, Part {I}",Lecture Notes in Computer Science,,2005,proceedings,,,3686,,,,
3476,,,"JChem: Java Applets and Modules Supporting Chemical Database Handling
from Web Browsers",,Ferenc Csizmadia,2000,article,Journal of Chemical Information and Computer Sciences,2,40,http://dx.doi.org/10.1021/ci9902696,323--324,,
3477,,,Distributed and Big Data Storage Management in Grid Computing,,"Ajay Kumar and
Seema Bawa",2012,article,CoRR,,abs/1207.2867,http://arxiv.org/abs/1207.2867,,,
3478,,,Machine Learning Techniques and Mammographic Risk Assessment,,"Neil MacParthalain and
Reyer Zwiggelaar",2010,inproceedings,,,,http://dx.doi.org/10.1007/978-3-642-13666-5_90,664--672,"Digital Mammography, 10th International Workshop, {IWDM} 2010, Girona, Catalonia, Spain, June 16-18, 2010. Proceedings",DBLP:conf/mammo/2010
3479,Springer,3-540-66332-0,"Advances in Intelligent Data Analysis, Third International Symposium, IDA-99, Amsterdam, The Netherlands, August 1999, Proceedings",Lecture Notes in Computer Science,,1999,proceedings,,,1642,,,,
3480,,,"Matched Gene Selection and Committee Classifier for Molecular Classification
of Heterogeneous Diseases",,"Guoqiang Yu and
Yuanjian Feng and
David J. Miller and
Jianhua Xuan and
Eric P. Hoffman and
Robert Clarke and
Ben Davidson and
Ie{-}Ming Shih and
Yue Joseph Wang",2010,article,Journal of Machine Learning Research,,11,http://portal.acm.org/citation.cfm?id=1859924,2141--2167,,
3481,,,Program Specification and Data Refinement in Type Theory,,Zhaohui Luo,1993,article,Mathematical Structures in Computer Science,3,3,http://dx.doi.org/10.1017/S0960129500000256,333--363,,
3482,,,Data Analysis and Mining in the Life Sciences,,Nam Huyn,2001,article,{SIGMOD} Record,3,30,http://doi.acm.org/10.1145/603867.603880,76--85,,
3483,,,"Introduction to special issue on machine learning for adaptivity in
spoken dialogue systems",,"Oliver Lemon and
Olivier Pietquin",2011,article,TSLP,3,7,http://doi.acm.org/10.1145/1966407.1966408,3,,
3484,,,"TPC's Benchmark Development Model: Making the First Industry Standard
Benchmark on Big Data a Success",,Meikel Poess,2012,inproceedings,,,,http://dx.doi.org/10.1007/978-3-642-53974-9_1,1--10,"Specifying Big Data Benchmarks - First Workshop, {WBDB} 2012, San
Jose, CA, USA, May 8-9, 2012, and Second Workshop, {WBDB} 2012, Pune, India, December 17-18, 2012, Revised Selected Papers",DBLP:conf/wbdb/2012
