ID,Title,Episodes,Producers,Genres,Type,Year,Rating
3131,Canaan,13,P.A. Works,"['Action', 'Based on a Visual Novel', 'Gunfights', 'Mystery', 'Revenge', 'Terrorism', 'Violence']",TV,2009,3.72
3132,Fate/Kaleid Liner Prisma Illya 2wei!,10,SILVER LINK,"['Action', 'Based on a Manga', 'Comedy', 'Fantasy', 'Magic', 'Magical Girl']",TV,2014,3.72
3133,Aria the Animation,13,Hal Film Maker,"['Based on a Manga', 'Slice of Life', 'Work Life']",TV,2005,3.72
3134,Future Diary,1,asread,"['Based on a Manga', 'High Stakes Games', 'Play or Die', 'Psychological', 'Shorts', 'Shounen', 'Supernatural']",OVA,2010,3.71
3135,Mirai Nikki,1,asread,"['Based on a Manga', 'High Stakes Games', 'Play or Die', 'Psychological', 'Shorts', 'Shounen', 'Supernatural']",OVA,2010,3.71
3136,Fushigi Yugi: The Mysterious Play,52,Studio Pierrot,"['Adventure', 'Based on a Manga', 'Fantasy', 'Magic', 'Person in a Strange World', 'Reverse Harem', 'Romance', 'Shoujo']",TV,1995,3.71
3137,Love Hina Again,3,XEBEC,"['Comedy', 'Ecchi', 'Love Triangle', 'Romance', 'Tsundere']",OVA,2002,3.71
3138,Whistle!,39,Studio Comet,"['Action', 'Based on a Manga', 'Soccer', 'Sports']",TV,2002,3.71
3139,InuYasha The Movie 4: Fire on the Mystic Island,1,Sunrise,"['Based on a Manga', 'Fantasy', 'Feudal Japan', 'Shounen']",Movie,2004,3.71
3140,Barefoot Gen 2,1,MADHOUSE,"['Based on a Manga', 'Drama', 'Historical', 'World War 2']",Movie,1986,3.71
3141,Hadashi no Gen 2,1,MADHOUSE,"['Based on a Manga', 'Drama', 'Historical', 'World War 2']",Movie,1986,3.71
3142,Cat Shit One,1,anima,"['Action', 'Animal Protagonists', 'Based on a Manga', 'Mature Themes', 'Military', 'Violence', 'War']",Web,2010,3.71
3143,Nanana's Buried Treasure,11,A-1 Pictures,"['Comedy', 'noitaminA', 'Romance', 'Supernatural']",TV,2014,3.71
3144,Ryuugajou Nanana no Maizoukin,11,A-1 Pictures,"['Comedy', 'noitaminA', 'Romance', 'Supernatural']",TV,2014,3.71
3145,Yowamushi Pedal: Re:RIDE,1,TMS Entertainment,"['Based on a Manga', 'Cycling', 'Recap', 'Sports']",Movie,2014,3.71
3146,Ah! My Goddess (2011),3,AIC,"['Based on a Manga']",OVA,2011,3.71
3147,Kakumeiki Valvrave,12,Sunrise,"['Action', 'Mecha', 'Outer Space', 'Sci Fi', 'War']",TV,2013,3.71
3148,Valvrave the Liberator,12,Sunrise,"['Action', 'Mecha', 'Outer Space', 'Sci Fi', 'War']",TV,2013,3.71
3149,Tokyo Marble Chocolate,2,Production I.G,"['Coming of Age', 'Drama', 'Original Work', 'Romance', 'Slice of Life']",OVA,2007,3.71
3150,Baka to Test to Shoukanjuu 2: Hideyoshi Hideyoshi Magic Special,1,,"[]",DVD Special,2011,3.71
3151,Cyber Formula Graffiti,1,Sunrise,"['Racing', 'Sci Fi', 'Sports']",OVA,1992,3.71
3152,Future GPX Cyber Formula Graffiti,1,Sunrise,"['Racing', 'Sci Fi', 'Sports']",OVA,1992,3.71
3153,Shin Seiki GPX Cyber Formula Graffiti,1,Sunrise,"['Racing', 'Sci Fi', 'Sports']",OVA,1992,3.71
3154,Saki - The Nationals,13,Studio Gokumi,"['Based on a Manga', 'Board Games', 'Mahjong', 'School Club', 'Tournaments']",TV,2014,3.71
3155,Saki: Zenkoku-hen,13,Studio Gokumi,"['Based on a Manga', 'Board Games', 'Mahjong', 'School Club', 'Tournaments']",TV,2014,3.71
3156,Yawara!,124,Kitty Films,"['Comedy', 'Drama', 'Martial Arts', 'Sports']",TV,1989,3.71
3157,Saiyuki Reload,25,Studio Pierrot,"['Adventure', 'Fantasy', 'Journey to the West']",TV,2003,3.71
3158,Gensou Maden Saiyuki Reload,25,Studio Pierrot,"['Adventure', 'Fantasy', 'Journey to the West']",TV,2003,3.71
3159,Mikan Enikki,30,Nippon Animation,"['Animal Protagonists', 'Comedy', 'Family Friendly', 'Slice of Life']",TV,1992,3.71
3160,You're Under Arrest!: Diverting Traffic at the Beach,1,Studio Deen,"[]",DVD Special,1997,3.71
3161,Sabagebu!,12,Pierrot Plus,"['Based on a Manga', 'Comedy', 'Gunfights', 'School Club', 'School Life']",TV,2014,3.71
3162,Sabagebu! - Survival Game Club! ,12,Pierrot Plus,"['Based on a Manga', 'Comedy', 'Gunfights', 'School Club', 'School Life']",TV,2014,3.71
3163,Utawarerumono OVA,3,,"['Adventure', 'Ecchi', 'Fantasy', 'Seinen']",OVA,2009,3.7
3164,When Supernatural Battles Became Commonplace,12,Studio Trigger,"['Based on a Light Novel', 'Comedy', 'Harem', 'Romance', 'School Club', 'Superpowers']",TV,2014,3.7
3165,Inou Battle wa Nichijou-kei no Naka de,12,Studio Trigger,"['Based on a Light Novel', 'Comedy', 'Harem', 'Romance', 'School Club', 'Superpowers']",TV,2014,3.7
3166,Senyuu. 2,13,Ordet,"['Based on a Manga', 'Comedy', 'Fantasy', 'Parody', 'RPG']",TV,2013,3.7
3167,Appleseed Alpha,1,,"['Based on a Manga', 'CG Animation', 'Sci Fi']",Movie,2014,3.7
3168,Girls und Panzer,12,Actas,"['Action', 'Military', 'Military School', 'Original Work', 'School Club', 'School Life', 'Tournaments']",TV,2012,3.7
3169,Wake Up Girls! Shichinin no Idol,1,Ordet,"['Idols']",Movie,2014,3.52
3170,One Piece Movie 3: Chopper Kingdom of Strange Animal Island,1,Toei Animation,"['Adventure', 'Pirates']",Movie,2002,3.52
3171,Ai Yori Aoshi,24,J.C.Staff,"['Based on a Manga', 'Comedy', 'Harem', 'Romance', 'Slice of Life', 'Sudden Girlfriend Appearance']",TV,2002,3.52
3172,Ginga e Kickoff!!,39,TYO Animations,"['Based on a Novel', 'Soccer', 'Sports', 'Tournaments']",TV,2012,3.52
3173,She The Ultimate Weapon,13,GONZO,"['Based on a Manga', 'Cyborgs', 'Drama', 'Romance', 'Seinen', 'War']",TV,2002,3.52
3174,Saikano,13,GONZO,"['Based on a Manga', 'Cyborgs', 'Drama', 'Romance', 'Seinen', 'War']",TV,2002,3.52
3175,Lupin III Special 4: From Russia With Love,1,TMS Entertainment,"['America', 'Thieves']",TV Special,1992,3.52
3176,Casshern Sins,24,MADHOUSE,"['Action', 'Androids', 'Futuristic', 'Post-apocalyptic', 'Robots', 'Sci Fi']",TV,2008,3.52
3177,Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,1,8-Bit,"[]",OVA,2011,3.52
3178,Ano Natsu de Matteru Special,1,J.C.Staff,"['Original Work', 'Slice of Life']",DVD Special,2014,3.52
3179,Waiting in the Summer Special,1,J.C.Staff,"['Original Work', 'Slice of Life']",DVD Special,2014,3.52
3180,Photon: The Idiot Adventures,6,AIC,"['Adventure', 'Comedy', 'Ecchi', 'Sci Fi', 'Sudden Girlfriend Appearance']",OVA,1997,3.52
3181,Terra Formars OVA,2,LIDEN FILMS,"['Action', 'Explicit Violence', 'Horror', 'Mature Themes', 'Sci Fi', 'Superpowers', 'Survival']",OVA,2014,3.52
3182,Maison Ikkoku: Shipwrecked on Ikkoku Island,1,Kitty Films,"['Comedy']",OVA,1991,3.52
3183,To Aru Majutsu no Index: A Certain Magical Index-tan,2,J.C.Staff,"['Based on a Light Novel', 'Comedy', 'Magic', 'Parody', 'Psychic Powers', 'Sci Fi', 'Supernatural', 'Superpowers']",DVD Special,2009,3.52
3184,Ranma 1/2: Tendou-ke no Oyobidenai Yatsura!,1,,"[]",Other,1992,3.52
3185,Mobile Suit Gundam SEED Movie II: The Far-Away Dawn,1,,"['Sci Fi']",TV Special,2004,3.52
3186,Kidou Senshi Gundam SEED Special Edition II: Harukanaru Akatsuki,1,,"['Sci Fi']",TV Special,2004,3.52
3187,Sailor Moon R,43,Toei Animation,"['Comedy', 'Family Friendly', 'Magic', 'Magical Girl', 'Monster-of-the-week', 'Romance', 'Shoujo']",TV,1993,3.51
3188,Bishoujo Senshi Sailor Moon R,43,Toei Animation,"['Comedy', 'Family Friendly', 'Magic', 'Magical Girl', 'Monster-of-the-week', 'Romance', 'Shoujo']",TV,1993,3.51
3189,Mushibugyou,26,Seven Arcs,"['Action', 'Based on a Manga', 'Feudal Japan', 'Monsters', 'Samurai', 'Swordplay']",TV,2013,3.51
3190,Kaibutsu Oujo Special,1,MADHOUSE,"['Supernatural']",DVD Special,2008,3.51
3191,Princess Resurrection Special,1,MADHOUSE,"['Supernatural']",DVD Special,2008,3.51
3192,Monster Princess Special,1,MADHOUSE,"['Supernatural']",DVD Special,2008,3.51
3193,GaoGaiGar,49,Sunrise,"['Action', 'Adventure', 'Aliens', 'Combining Mecha', 'Cyborgs', 'Mecha', 'Original Work', 'Sci Fi']",TV,1997,3.51
3194,King of Braves GaoGaiGar,49,Sunrise,"['Action', 'Adventure', 'Aliens', 'Combining Mecha', 'Cyborgs', 'Mecha', 'Original Work', 'Sci Fi']",TV,1997,3.51
3195,Yuusha-Oh GaoGaiGar,49,Sunrise,"['Action', 'Adventure', 'Aliens', 'Combining Mecha', 'Cyborgs', 'Mecha', 'Original Work', 'Sci Fi']",TV,1997,3.51
3196,Princess Princess,12,Studio Deen,"['Based on a Manga', 'Comedy', 'Crossdressing', 'School Life']",TV,2006,3.51
3197,Kodomo no Jikan: Rin's Classroom Diary,1,,"['Recap']",OVA,2008,3.51
3198,Seiken Tsukai no World Break,12,Diomedea,"['Action', 'Based on a Light Novel', 'Fantasy', 'Harem', 'Magic', 'Romance']",TV,2015,3.51
3199,World Break: Aria of Curse for a Holy Swordsman,12,Diomedea,"['Action', 'Based on a Light Novel', 'Fantasy', 'Harem', 'Magic', 'Romance']",TV,2015,3.51
3200,Gag Manga Biyori +,26,,"['Based on a Manga', 'Comedy', 'Crude', 'Episodic']",TV,2010,3.51
3201,Masuda Kousuke Gekijou Gag Manga Biyori +,26,,"['Based on a Manga', 'Comedy', 'Crude', 'Episodic']",TV,2010,3.51
3202,Papa no Iu Koto o Kikinasai! OVA,2,Feel,"['Based on a Light Novel', 'Childcare', 'Slice of Life']",OVA,2013,3.51
3203,Nabari no Ou,26,J.C.Staff,"['Based on a Manga', 'Ninja', 'Shounen', 'Supernatural', 'Superpowers']",TV,2008,3.51
3204,Freezing,12,A.C.G.T.,"['Action', 'Aliens', 'Based on a Manga', 'Ecchi', 'Nudity', 'Panty Shots', 'Physical Abuse', 'Superpowers', 'Violence']",TV,2011,3.51
3205,Kyou no Go no Ni (2009),4,XEBEC,"['Based on a Manga', 'Comedy', 'Slice of Life']",OVA,2009,3.51
3206,Arete Hime,1,Studio 4C,"['Drama', 'Fantasy', 'Medieval']",Movie,2001,3.51
3207,Princess Arete,1,Studio 4C,"['Drama', 'Fantasy', 'Medieval']",Movie,2001,3.51
3208,Bakuman: Deraman,1,J.C.Staff,"['Recap']",Other,2012,3.51
3209,A-Channel + smile,2,Studio Gokumi,"['Based on a Manga', 'Comedy', 'Slice of Life']",OVA,2012,3.51
3210,Windy Tales,13,Production I.G,"['Family Friendly', 'Magic', 'Slice of Life']",TV,2004,3.51
3211,Fuujin Monogatari,13,Production I.G,"['Family Friendly', 'Magic', 'Slice of Life']",TV,2004,3.51
3212,Mobile Suit Gundam SEED Destiny Special Edition II: Respective Swords,1,Sunrise,"['Sci Fi']",TV Special,2006,3.51
3213,Kidou Senshi Gundam SEED Destiny Special Edition II: Sorezore no Ken,1,Sunrise,"['Sci Fi']",TV Special,2006,3.51
3214,Marmalade Boy: The Movie,1,Toei Animation,"['Comedy', 'Romance']",Movie,1995,3.51
3215,Inazuma Eleven,127,OLM,"['Based on a Video Game', 'Family Friendly', 'Soccer', 'Sports']",TV,2008,3.51
3216,Black Jack 21,17,Tezuka Productions,"['Action']",TV,2006,3.51
3217,Digimon Movie 4: Diaboromon Strikes Back,1,Toei Animation,"['Action', 'Family Friendly', 'Shounen']",Movie,2001,3.34
3218,Shadow Skill TV,26,Studio Deen,"['Hand to Hand Combat']",TV,1998,3.34
3219,Galaxy Angel Z,9,MADHOUSE,"['Comedy', 'Episodic', 'Outer Space', 'Sci Fi']",TV,2002,3.34
3220,Daimos,44,Toei Animation,"['Action', 'Futuristic', 'Mecha', 'Monster-of-the-week', 'Sci Fi']",TV,1978,3.34
3221,Toushou Daimos,44,Toei Animation,"['Action', 'Futuristic', 'Mecha', 'Monster-of-the-week', 'Sci Fi']",TV,1978,3.34
3222,Stratos 4 Advance,6,Studio Fantasia,"['Aliens', 'Aviation', 'Military', 'Sci Fi']",OVA,2005,3.34
3223,Namiuchigiwa no Muromi-san,13,Tatsunoko Pro.,"['Based on a Manga', 'Comedy', 'Fantasy', 'Mermaids']",TV,2013,3.34
3224,Muromi-san,13,Tatsunoko Pro.,"['Based on a Manga', 'Comedy', 'Fantasy', 'Mermaids']",TV,2013,3.34
3225,Dai Mahou Touge,4,Studio Barcelona,"['Based on a Manga', 'Comedy', 'Fantasy', 'Magic', 'Magical Girl', 'Parody', 'Violence']",OVA,2006,3.34
3226,Magical Witch Punie-chan,4,Studio Barcelona,"['Based on a Manga', 'Comedy', 'Fantasy', 'Magic', 'Magical Girl', 'Parody', 'Violence']",OVA,2006,3.34
3227,+A-Channel,11,Studio Gokumi,"['Based on a Manga', 'Comedy', 'Slice of Life']",DVD Special,2011,3.34
3228,Yukikaze,5,GONZO,"['Action', 'Aliens', 'Aviation', 'Based on a Novel', 'Military', 'Sci Fi']",OVA,2002,3.34
3229,Sentou Yousei Yukikaze,5,GONZO,"['Action', 'Aliens', 'Aviation', 'Based on a Novel', 'Military', 'Sci Fi']",OVA,2002,3.34
3230,Maison Ikkoku: Prelude When the Cherry Blossoms in the Springtime Return,1,Studio Deen,"['Drama']",OVA,1992,3.34
3231,Doraemon: Shin Nobita to Tetsujin Heidan ~Habatake Tenshi Tachi~,1,Shinei Animation,"[]",Movie,2011,3.34
3232,Eiga Doraemon Shin: Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,1,Shinei Animation,"[]",Movie,2011,3.34
3233,Headphone Actor,1,,"['Vocaloid']",Music Video,2011,3.34
3234,Jin: Headphone Actor,1,,"['Vocaloid']",Music Video,2011,3.34
3235,Koutetsu Jeeg,46,Toei Animation,"['Mecha']",TV,1975,3.34
3236,Riding Bean,1,AIC,"['Action', 'America', 'Based on a Manga', 'Bounty Hunters', 'Gunfights']",OVA,1989,3.34
3237,Pretty Cure All Stars DX3: Mirai ni Todoke! Sekai o Tsunagu Niji-Iro no Hana,1,Toei Animation,"[]",Movie,2011,3.34
3238,A Foreign Love Affair,2,,"['Based on a Manga', 'Europe', 'Romance', 'Sexual Content', 'Shounen-ai', 'Yaoi']",OVA,2007,3.33
3239,Ikoku Irokoi Romantan,2,,"['Based on a Manga', 'Europe', 'Romance', 'Sexual Content', 'Shounen-ai', 'Yaoi']",OVA,2007,3.33
3240,The Big O,13,Sunrise,"['Action', 'Androids', 'Episodic', 'Mecha', 'Original Work', 'Post-apocalyptic', 'Robots', 'Sci Fi']",TV,1999,3.33
3241,Grappler Baki,24,Group TAC,"['Hand to Hand Combat']",TV,2001,3.33
3242,Baki The Grappler,24,Group TAC,"['Hand to Hand Combat']",TV,2001,3.33
3243,Zombie-Loan Specials,2,XEBEC,"['Supernatural']",DVD Special,2008,3.33
3244,Vexille: 2077 Isolation of Japan,1,,"['Androids', 'Post-apocalyptic', 'Robots', 'Sci Fi']",Movie,2007,3.33
3245,Sidonia no Kishi Movie,1,Polygon Pictures,"['Action', 'Adventure', 'CG Animation', 'Horror', 'Mecha', 'Outer Space', 'Post-apocalyptic', 'Recap', 'Sci Fi', 'Violence']",Movie,2015,3.33
3246,Starship Operators,13,J.C.Staff,"['Action', 'Based on a Light Novel', 'Military', 'Outer Space', 'Political', 'Sci Fi']",TV,2005,3.33
3247,Zetman,13,TMS Entertainment,"['Action', 'Based on a Manga', 'Sci Fi', 'Superpowers', 'Violence']",TV,2012,3.33
3248,Girls und Panzer Specials,6,Actas,"[]",DVD Special,2012,3.33
3249,I Couldn't Become a Hero So I Reluctantly Decided to Get a Job.,12,asread,"['Based on a Light Novel', 'Comedy', 'Demons', 'Ecchi', 'Fantasy', 'Magic', 'Panty Shots', 'Seinen', 'Work Life']",TV,2013,3.33
3250,Yuusha ni Nare Nakatta Ore wa Shibushibu Shuushoku o Ketsui Shimashita.,12,asread,"['Based on a Light Novel', 'Comedy', 'Demons', 'Ecchi', 'Fantasy', 'Magic', 'Panty Shots', 'Seinen', 'Work Life']",TV,2013,3.33
3251,Hyperdimension Neptunia OVA,1,David Production,"['Based on a Video Game']",OVA,2014,3.33
3252,Choujigen Game Neptune: The Animation OVA,1,David Production,"['Based on a Video Game']",OVA,2014,3.33
3253,Gosick Recap,1,,"['Recap']",TV Special,2011,3.33
3254,Area 88,3,Studio Pierrot,"['Aviation', 'Based on a Manga', 'Military']",OVA,1985,3.33
3255,Selector Infected WIXOSS,12,J.C.Staff,"['Based on a Card Game', 'Card Battles', 'Drama', 'Psychological', 'Supernatural']",TV,2014,3.33
3256,Ai Yori Aoshi: Yumegatari,1,J.C.Staff,"['Based on a Manga', 'Comedy', 'Harem', 'Romance']",DVD Special,2002,3.33
3257,Cross Ange: Tenshi to Ryuu no Rondo,25,Sunrise,"['Action', 'Based on a Manga', 'Dragons', 'Dystopia', 'Fantasy', 'Mature Themes', 'Mecha', 'Physical Abuse', 'Sexual Abuse', 'Violence']",TV,2014,3.33
3258,Cross Ange: Rondo of Angels and Dragons,25,Sunrise,"['Action', 'Based on a Manga', 'Dragons', 'Dystopia', 'Fantasy', 'Mature Themes', 'Mecha', 'Physical Abuse', 'Sexual Abuse', 'Violence']",TV,2014,3.33
3259,Ore-sama Kingdom,14,,"['Based on a Manga', 'Drama', 'Romance']",OVA,2011,3.33
3260,Harlock Saga,6,81 Produce,"['Based on a Manga', 'Outer Space', 'Sci Fi']",OVA,1999,3.33
3261,Tao Tao Ehonkan Sekai Doubutsu Banashi,52,,"['Animal Protagonists', 'Family Friendly']",TV,1983,3.33
3262,The Guyver: Bio-Booster Armor,6,ANIMATE,"['Based on a Manga', 'Sci Fi']",OVA,1989,3.33
3263,Guyver: Bio-Booster Armor,6,ANIMATE,"['Based on a Manga', 'Sci Fi']",OVA,1989,3.33
3264,Kyoushoku Soukou Guyver (1989),6,ANIMATE,"['Based on a Manga', 'Sci Fi']",OVA,1989,3.33
3265,Solty Rei Specials,2,AIC,"[]",DVD Special,2006,3.33
3266,Ginga Densetsu Weed,26,Studio Deen,"['Action', 'Adventure', 'Animal Protagonists', 'Based on a Manga']",TV,2005,3.33
3267,Kimikiss Pure Rouge: Love Fighter,1,J.C.Staff,"[]",DVD Special,2008,3.32
3268,StarZinger II,9,Toei Animation,"['Journey to the West', 'Sci Fi']",TV,1979,3.32
3269,Saint Seiya Movie 4: Warriors of the Final Holy Battle,1,Toei Animation,"['Action', 'Fantasy', 'Hand to Hand Combat', 'Sci Fi', 'Shounen', 'Superpowers', 'Violence']",Movie,1989,3.32
3270,Knights of the Zodiac Movie 4: Warriors of the Final Holy Battle,1,Toei Animation,"['Action', 'Fantasy', 'Hand to Hand Combat', 'Sci Fi', 'Shounen', 'Superpowers', 'Violence']",Movie,1989,3.32
3271,Dream 9 Toriko x One Piece x Dragon Ball Z Super Collabo Special,2,Toei Animation,"['Crossover', 'Racing', 'Superpowers']",TV Special,2013,3.32
3272,Tiger Mask,105,Toei Animation,"['Sports']",TV,1969,3.32
3273,Guin Saga,26,Satelight,"['Action', 'Adventure', 'Based on a Novel', 'Fantasy', 'Magic', 'Medieval']",TV,2009,3.32
3274,UFO Ultramaiden Valkyrie 2: December Nocturne,12,TNK,"['Aliens', 'Comedy', 'Ecchi', 'Harem']",TV,2003,3.32
3275,Kousetsu Hyaku Monogatari,13,TMS Entertainment,"['Based on a Novel', 'Episodic', 'Feudal Japan', 'Horror', 'Mystery', 'Violence']",TV,2003,3.32
3276,Requiem from the Darkness,13,TMS Entertainment,"['Based on a Novel', 'Episodic', 'Feudal Japan', 'Horror', 'Mystery', 'Violence']",TV,2003,3.32
3277,Hundred Stories,13,TMS Entertainment,"['Based on a Novel', 'Episodic', 'Feudal Japan', 'Horror', 'Mystery', 'Violence']",TV,2003,3.32
3278,Kurokami Special: Tora to Tsubasa,1,Sunrise,"[]",DVD Special,2009,3.32
3279,Jin: Summertime Record,1,,"['Vocaloid']",Music Video,2013,3.32
3280,Summertime Record,1,,"['Vocaloid']",Music Video,2013,3.32
3281,Chou Denji Robo Combattler V,54,Sunrise,"['Action', 'Combining Mecha', 'Mecha', 'Monsters', 'Sci Fi']",TV,1976,3.32
3282,Mai-Otome Specials,9,Sunrise,"['Fantasy', 'Sci Fi', 'Superpowers']",DVD Special,2006,3.32
3283,Karneval Specials,11,Manglobe,"[]",DVD Special,2013,3.32
3284,Hataraki Man,11,Gallop,"['Based on a Manga', 'Drama', 'noitaminA', 'Slice of Life', 'Work Life']",TV,2006,3.32
3285,Hayate no Gotoku! (2014),3,Manglobe,"[]",OVA,2014,3.32
3286,Bishoujo Senshi Sailor Moon Sailor Stars Hero Club,3,Toei Animation,"['Magic', 'Magical Girl', 'Shoujo']",OVA,1996,3.32
3287,Sailor Moon Sailor Stars Hero Club,3,Toei Animation,"['Magic', 'Magical Girl', 'Shoujo']",OVA,1996,3.32
3288,Kaibutsu Oujo,25,MADHOUSE,"['Master-Servant Relationship', 'Supernatural']",TV,2007,3.32
3289,Princess Resurrection,25,MADHOUSE,"['Master-Servant Relationship', 'Supernatural']",TV,2007,3.32
3290,Monster Princess,25,MADHOUSE,"['Master-Servant Relationship', 'Supernatural']",TV,2007,3.32
3291,Phi Brain: Kami no Puzzle,25,Sunrise,"['Adventure', 'High Stakes Games', 'Original Work', 'Shounen']",TV,2011,3.32
3292,Phi-Brain ~ The Puzzle of God,25,Sunrise,"['Adventure', 'High Stakes Games', 'Original Work', 'Shounen']",TV,2011,3.32
3293,Catnapped! The Movie,1,Triangle Staff,"['Animal Protagonists', 'Family Friendly', 'Fantasy', 'Person in a Strange World']",Movie,1995,3.32
3294,Totsuzen! Neko no Kuni Banipal Witt,1,Triangle Staff,"['Animal Protagonists', 'Family Friendly', 'Fantasy', 'Person in a Strange World']",Movie,1995,3.32
3295,Coo: Tooi Umi Kara Kita Coo,1,Toei Animation,"[]",Movie,1993,3.32
3296,Saiyuki Gaiden: Tokubetsu-hen - Kouga no Shou,1,,"[]",OVA,2013,3.32
3297,Digimon Movie 3: The Golden Digimentals,1,Toei Animation,"['Action', 'Adventure', 'America', 'Family Friendly', 'Fantasy', 'Shounen']",Movie,2000,3.32
3298,The Sacred Blacksmith,12,Manglobe,"['Adventure', 'Based on a Light Novel', 'Fantasy', 'Seinen']",TV,2009,3.31
3299,Seiken no Blacksmith,12,Manglobe,"['Adventure', 'Based on a Light Novel', 'Fantasy', 'Seinen']",TV,2009,3.31
3300,Sacred Blacksmith,12,Manglobe,"['Adventure', 'Based on a Light Novel', 'Fantasy', 'Seinen']",TV,2009,3.31
3301,Kyousougiga (2012),5,Toei Animation,"['Original Work']",Web,2012,3.31
3302,Ronin Warriors Gaiden,2,Sunrise,"['Action', 'Samurai']",OVA,1989,3.31
3303,Yoroiden Samurai Troopers Gaiden,2,Sunrise,"['Action', 'Samurai']",OVA,1989,3.31
3304,Gundam SEED Character Theater,4,Sunrise,"['Comedy', 'Omake', 'Parody']",TV Special,2007,3.31
3305,Mobile Suit Gundam SEED Character Theater,4,Sunrise,"['Comedy', 'Omake', 'Parody']",TV Special,2007,3.31
3306,Super Robot Wars: OG Divine Wars,25,OLM,"['Action', 'Based on a Video Game', 'Mecha', 'Military', 'Sci Fi', 'War']",TV,2006,3.31
3307,Touch: Miss Lonely Yesterday - Arekara Kimi wa,1,Group TAC,"['Baseball', 'Drama', 'Romance', 'Shounen', 'Sports']",TV Special,1998,3.31
3308,Animation Runner Kuromi,1,Yumeta,"['Anime Industry', 'Comedy', 'Original Work', 'Otaku Culture', 'Parody', 'Work Life']",OVA,2001,3.31
3309,Kurenai OVA,2,Brains-Base,"[]",OVA,2010,3.31
3310,Brave10,12,Studio Sakimakura,"['Action', 'Based on a Manga', 'Feudal Japan', 'Magic', 'Ninja', 'Violence']",TV,2012,3.31
3311,Dragon Ball Z Movie 5: Cooler's Revenge,1,Toei Animation,"['Action', 'Shounen', 'Superpowers']",Movie,1991,3.31
3312,Cybersix,13,TMS Entertainment,"['Action']",TV,1999,3.31
3313,Fantastic Children,26,Nippon Animation,"['Mystery', 'Sci Fi']",TV,2004,3.38
3314,Monster Extra,1,,"['Recap', 'Shorts']",TV Special,2004,3.38
3315,Revolutionary Girl Utena: The Adolescence of Utena,1,J.C.Staff,"['Fantasy', 'LGBT Themes', 'Original Work', 'Romance', 'School Life', 'Shoujo-ai']",Movie,1999,3.38
3316,Shoujo Kakumei Utena: Adolescence Mokushiroku,1,J.C.Staff,"['Fantasy', 'LGBT Themes', 'Original Work', 'Romance', 'School Life', 'Shoujo-ai']",Movie,1999,3.38
3317,Inari Konkon Koi Iroha. OVA,1,Production IMS,"['Based on a Manga', 'Fantasy', 'Japanese Mythology']",OVA,2014,3.38
3318,Lupin III: Princess of the breeze ~Kakusareta Kuuchuu Toshi~,1,TMS Entertainment,"['Thieves']",TV Special,2013,3.38
3319,Night Raid 1931: The Shipboard Shoot's Conclusion,1,A-1 Pictures,"[]",DVD Special,2010,3.38
3320,Senkou no Night Raid: The Shipboard Shoot's Conclusion,1,A-1 Pictures,"[]",DVD Special,2010,3.38
3321,Cyber Formula,37,Sunrise,"['Racing', 'Sci Fi']",TV,1991,3.38
3322,Shin Seiki GPX Cyber Formula,37,Sunrise,"['Racing', 'Sci Fi']",TV,1991,3.38
3323,Future GPX Cyber Formula,37,Sunrise,"['Racing', 'Sci Fi']",TV,1991,3.38
3324,MegaMan Maverick Hunter X: The Day of Sigma,1,,"['Action', 'Robots', 'Sci Fi']",OVA,2005,3.38
