Sno,Album_Name,Album_Price,Artist_Name,CopyRight,Customer_Rating,Genre,Price,Released,Song_Name,Time
6147,"NOW That's What I Call Music, Vol. 48",$9.99 ,Avicii,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Wake Me Up,4:04
6148,"NOW That's What I Call Music, Vol. 48",$9.99 ,Miley Cyrus,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,We Can't Stop,3:49
6149,"NOW That's What I Call Music, Vol. 48",$9.99 ,Selena Gomez,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Slow Down,3:28
6150,"NOW That's What I Call Music, Vol. 48",$9.99 ,Taylor Swift,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Everything Has Changed (feat. Ed Sheeran),4:03
6151,"NOW That's What I Call Music, Vol. 48",$9.99 ,Sara Bareilles,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Brave,3:37
6152,"NOW That's What I Call Music, Vol. 48",$9.99 ,Paramore,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Still Into You,3:34
6153,"NOW That's What I Call Music, Vol. 48",$9.99 ,AWOLNATION,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Sail,4:18
6154,"NOW That's What I Call Music, Vol. 48",$9.99 ,Luke Bryan,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,That's My Kind of Night,3:08
6155,"NOW That's What I Call Music, Vol. 48",$9.99 ,New Politics,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Harlem (NOW What's Next!),2:42
6156,"NOW That's What I Call Music, Vol. 48",$9.99 ,Basic Vacation,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,I Believe (NOW What's Next!),3:16
6157,"NOW That's What I Call Music, Vol. 48",$9.99 ,Wallpaper.,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Drunken Hearts (NOW What's Next!),3:35
6158,"NOW That's What I Call Music, Vol. 48",$9.99 ,The Royal Concept,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,On Our Way (NOW What's Next!),3:13
6159,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,JAY Z,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,100$ Bill,3:20
6160,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,BeyoncÌ© & AndrÌ© 3000,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,Back to Black,3:21
6161,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Lana Del Rey,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",$1.29 ,7-May-13,Young and Beautiful,3:56
6162,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Jack White,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,Love Is Blindness,3:18
6163,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Emeli SandÌ© & The Bryan Ferry Orchestra,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,Crazy In Love (Kid Koala Version),3:08
6164,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,will.i.am,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,Bang Bang,4:39
6165,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Elizabeth Debicki,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,"""I Like Large Parties""",0:09
6166,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,"Fergie, Q-Tip & GoonRock",‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",$1.29 ,7-May-13,A Little Party Never Killed Nobody (All We Got),4:00
6167,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Bryan Ferry & The Bryan Ferry Orchestra,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",$1.29 ,7-May-13,Love Is the Drug,2:41
6168,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Leonardo DiCaprio & Tobey Maguire,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,"""Can't Repeat the Past?""",0:08
6169,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Gotye,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,Hearts a Mess,6:04
6170,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Coco O.,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",$1.29 ,7-May-13,Where the Wind Blows,3:50
6171,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Green Light,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,Green Light,0:07
6172,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,JAY Z & Kanye West,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,No Church In the Wild (feat. Frank Ocean & The-Dream),4:32
6173,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Florence + The Machine,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,Over the Love,4:21
6174,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,The xx,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,Together,5:25
6175,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Nero,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,Into the Past,5:17
6176,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Sia,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",$1.29 ,7-May-13,Kill and Run,3:35
6177,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Florence + The Machine & SBTRKT,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,Over the Love (Of You),2:59
6178,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Lana Del Rey,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",$1.29 ,7-May-13,Young and Beautiful (DH Orchestral Version),3:51
6179,The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition],$11.99 ,Tobey Maguire & Craig Armstrong,‰ãÑ 2013 Interscope Records,4.3884,"Soundtrack,Music,Classical,Soundtrack",Album Only,7-May-13,"""Gatsby Believed In the Green Light""",3:52
6180,The Great Gatsby (Music From Baz Luhrmann's Film),$9.99 ,BeyoncÌ© & AndrÌ© 3000,‰ãÑ 2013 Interscope Records,4.66667,"Soundtrack,Music",Album Only,7-May-13,Back To Black,3:21
6181,The Great Gatsby (Music From Baz Luhrmann's Film),$9.99 ,Emeli SandÌ© & The Bryan Ferry Orchestra,‰ãÑ 2013 Interscope Records,4.66667,"Soundtrack,Music",Album Only,7-May-13,Crazy In Love,2:54
6182,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,Georgia Peaches,3:07
6183,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,Growing Her Wings,3:01
6184,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,Tupelo,3:39
6185,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,The Middle,3:56
6186,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,Like My Mother Does,4:07
6187,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,She's a Wildflower,3:38
6188,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,I'm Not One of Them,3:18
6189,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,The Locket,5:10
6190,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,Eighteen Inches,3:44
6191,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,One of Those Boys,2:42
6192,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,Funny Thing About Love,3:57
6193,Wildflower,$7.99 ,Lauren Alaina,"‰ãÑ 2011 19 Recordings, Inc.",4.62919,"Country,Music,Rock,Contemporary Country",$1.29 ,11-Oct-11,Dirt Road Prayer,4:14
6194,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,The Reason Why,4:52
6195,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,Runaway Train,3:45
6196,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,Kiss Goodbye,4:02
6197,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,Shut Up Train,3:48
6198,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,"Why, Oh Why",3:44
6199,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,Little White Church,3:06
6200,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,You Can't Have Everything,3:29
6201,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,All the Way Down,3:08
6202,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,All Over Again,4:08
6203,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,Rain On a Tin Roof,4:25
6204,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,Life Rolls On,3:10
6205,The Reason Why,$5.99 ,Little Big Town,"‰ãÑ  2010 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Southern Rock,Contemporary Country,Urban Cowboy",$1.29 ,20-Aug-10,Lean Into It,4:19
6206,Tornado,$9.99 ,Little Big Town,"‰ãÑ  2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Contemporary Country,Honky Tonk",$1.29 ,7-Sep-12,Pavement Ends,2:31
6207,Tornado,$9.99 ,Little Big Town,"‰ãÑ  2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Contemporary Country,Honky Tonk",$1.29 ,7-Sep-12,Pontoon,3:32
6208,Tornado,$9.99 ,Little Big Town,"‰ãÑ  2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Contemporary Country,Honky Tonk",$1.29 ,7-Sep-12,Sober,3:15
6209,Tornado,$9.99 ,Little Big Town,"‰ãÑ  2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Contemporary Country,Honky Tonk",$1.29 ,7-Sep-12,Front Porch Thing,3:26
6210,Tornado,$9.99 ,Little Big Town,"‰ãÑ  2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Contemporary Country,Honky Tonk",$1.29 ,7-Sep-12,Your Side of the Bed,3:41
6211,Tornado,$9.99 ,Little Big Town,"‰ãÑ  2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Contemporary Country,Honky Tonk",$1.29 ,7-Sep-12,Leavin' In Your Eyes,3:13
6212,Tornado,$9.99 ,Little Big Town,"‰ãÑ  2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Contemporary Country,Honky Tonk",$1.29 ,7-Sep-12,Tornado,3:43
6213,Tornado,$9.99 ,Little Big Town,"‰ãÑ  2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Contemporary Country,Honky Tonk",$1.29 ,7-Sep-12,On Fire Tonight,3:12
6214,Tornado,$9.99 ,Little Big Town,"‰ãÑ  2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Contemporary Country,Honky Tonk",$1.29 ,7-Sep-12,Can't Go Back,3:43
6215,Tornado,$9.99 ,Little Big Town,"‰ãÑ  2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Contemporary Country,Honky Tonk",$1.29 ,7-Sep-12,Self Made,4:08
6216,Tornado,$9.99 ,Little Big Town,"‰ãÑ  2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN",4.57143,"Country,Music,Contemporary Country,Honky Tonk",$1.29 ,7-Sep-12,Night Owl,3:45
6217,Love On the Inside (Deluxe Fan Edition),$11.99 ,Sugarland,"‰ãÑ 2008 Mercury Records, a Division of UMG Recordings, Inc.",4.41895,"Country,Music,Rock,Contemporary Country,Southern Rock,Contemporary Bluegrass",$1.29 ,22-Jul-08,All I Want to Do,3:33
6218,Love On the Inside (Deluxe Fan Edition),$11.99 ,Sugarland,"‰ãÑ 2008 Mercury Records, a Division of UMG Recordings, Inc.",4.41895,"Country,Music,Rock,Contemporary Country,Southern Rock,Contemporary Bluegrass",$1.29 ,22-Jul-08,It Happens,3:01
6219,Love On the Inside (Deluxe Fan Edition),$11.99 ,Sugarland,"‰ãÑ 2008 Mercury Records, a Division of UMG Recordings, Inc.",4.41895,"Country,Music,Rock,Contemporary Country,Southern Rock,Contemporary Bluegrass",$1.29 ,22-Jul-08,We Run,3:55
6220,Love On the Inside (Deluxe Fan Edition),$11.99 ,Sugarland,"‰ãÑ 2008 Mercury Records, a Division of UMG Recordings, Inc.",4.41895,"Country,Music,Rock,Contemporary Country,Southern Rock,Contemporary Bluegrass",$0.99 ,22-Jul-08,Joey,4:02
6221,Love On the Inside (Deluxe Fan Edition),$11.99 ,Sugarland,"‰ãÑ 2008 Mercury Records, a Division of UMG Recordings, Inc.",4.41895,"Country,Music,Rock,Contemporary Country,Southern Rock,Contemporary Bluegrass",$1.29 ,22-Jul-08,Love,4:29
6222,Love On the Inside (Deluxe Fan Edition),$11.99 ,Sugarland,"‰ãÑ 2008 Mercury Records, a Division of UMG Recordings, Inc.",4.41895,"Country,Music,Rock,Contemporary Country,Southern Rock,Contemporary Bluegrass",$0.99 ,22-Jul-08,Genevieve,3:17
6223,Love On the Inside (Deluxe Fan Edition),$11.99 ,Sugarland,"‰ãÑ 2008 Mercury Records, a Division of UMG Recordings, Inc.",4.41895,"Country,Music,Rock,Contemporary Country,Southern Rock,Contemporary Bluegrass",$1.29 ,22-Jul-08,Already Gone,4:35
6224,Love On the Inside (Deluxe Fan Edition),$11.99 ,Sugarland,"‰ãÑ 2008 Mercury Records, a Division of UMG Recordings, Inc.",4.41895,"Country,Music,Rock,Contemporary Country,Southern Rock,Contemporary Bluegrass",$0.99 ,22-Jul-08,Keep You,4:35
